#Object 1 Info:
#Object: Sun 1
#   Mass: 0.500000 Solar masses
#   Position: (2.600000, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 1.377427, 0.000000) AU/year

#Object 2 Info:
#Object: Sun 2
#   Mass: 0.500000 Solar masses
#   Position: (-2.600000, 0.000000, 0.000000) AU
#   Velocity: (0.000000, -1.377427, 0.000000) AU/year

# Integration Parameters: 
#    Time Step: 0.010000 years
#    Total Time: 11.200000 years
#    Integrator: Verlet

Time,Sun 1_x,Sun 1_y,Sun 1_z,Sun 2_x,Sun 2_y,Sun 2_z
8.49,-0.54306,-2.54147,0,0.54306,2.54147,0
8.5,-0.529578,-2.54431,0,0.529578,2.54431,0
8.51,-0.51608,-2.54709,0,0.51608,2.54709,0
8.52,-0.502568,-2.5498,0,0.502568,2.5498,0
8.53,-0.489042,-2.55243,0,0.489042,2.55243,0
8.54,-0.475502,-2.55499,0,0.475502,2.55499,0
8.55,-0.461948,-2.55748,0,0.461948,2.55748,0
8.56,-0.448382,-2.5599,0,0.448382,2.5599,0
8.57,-0.434803,-2.56225,0,0.434803,2.56225,0
8.58,-0.421212,-2.56452,0,0.421212,2.56452,0
8.59,-0.407609,-2.56673,0,0.407609,2.56673,0
8.6,-0.393994,-2.56886,0,0.393994,2.56886,0
8.61,-0.380369,-2.57091,0,0.380369,2.57091,0
8.62,-0.366732,-2.5729,0,0.366732,2.5729,0
8.63,-0.353086,-2.57481,0,0.353086,2.57481,0
8.64,-0.339429,-2.57665,0,0.339429,2.57665,0
8.65,-0.325763,-2.57842,0,0.325763,2.57842,0
8.66,-0.312088,-2.58012,0,0.312088,2.58012,0
8.67,-0.298404,-2.58174,0,0.298404,2.58174,0
8.68,-0.284712,-2.58329,0,0.284712,2.58329,0
8.69,-0.271011,-2.58477,0,0.271011,2.58477,0
8.7,-0.257303,-2.58618,0,0.257303,2.58618,0
8.71,-0.243588,-2.58751,0,0.243588,2.58751,0
8.72,-0.229866,-2.58877,0,0.229866,2.58877,0
8.73,-0.216138,-2.58996,0,0.216138,2.58996,0
8.74,-0.202403,-2.59107,0,0.202403,2.59107,0
8.75,-0.188663,-2.59211,0,0.188663,2.59211,0
8.76,-0.174917,-2.59308,0,0.174917,2.59308,0
8.77,-0.161167,-2.59398,0,0.161167,2.59398,0
8.78,-0.147412,-2.5948,0,0.147412,2.5948,0
8.79,-0.133652,-2.59555,0,0.133652,2.59555,0
8.8,-0.11989,-2.59623,0,0.11989,2.59623,0
8.81,-0.106123,-2.59683,0,0.106123,2.59683,0
8.82,-0.0923539,-2.59736,0,0.0923539,2.59736,0
8.83,-0.078582,-2.59782,0,0.078582,2.59782,0
8.84,-0.0648079,-2.59821,0,0.0648079,2.59821,0
8.85,-0.051032,-2.59852,0,0.051032,2.59852,0
8.86,-0.0372547,-2.59876,0,0.0372547,2.59876,0
8.87,-0.0234763,-2.59892,0,0.0234763,2.59892,0
8.88,-0.0096972,-2.59902,0,0.0096972,2.59902,0
8.89,0.00408214,-2.59904,0,-0.00408214,2.59904,0
8.9,0.0178614,-2.59898,0,-0.0178614,2.59898,0
8.91,0.0316401,-2.59886,0,-0.0316401,2.59886,0
8.92,0.0454179,-2.59866,0,-0.0454179,2.59866,0
8.93,0.0591944,-2.59839,0,-0.0591944,2.59839,0
8.94,0.0729693,-2.59804,0,-0.0729693,2.59804,0
8.95,0.0867422,-2.59762,0,-0.0867422,2.59762,0
8.96,0.100513,-2.59713,0,-0.100513,2.59713,0
8.97,0.11428,-2.59657,0,-0.11428,2.59657,0
8.98,0.128044,-2.59593,0,-0.128044,2.59593,0
8.99,0.141805,-2.59522,0,-0.141805,2.59522,0
9,0.155562,-2.59444,0,-0.155562,2.59444,0
9.01,0.169314,-2.59358,0,-0.169314,2.59358,0
9.02,0.183062,-2.59265,0,-0.183062,2.59265,0
9.03,0.196805,-2.59165,0,-0.196805,2.59165,0
9.04,0.210542,-2.59058,0,-0.210542,2.59058,0
9.05,0.224273,-2.58943,0,-0.224273,2.58943,0
9.06,0.237997,-2.58821,0,-0.237997,2.58821,0
9.07,0.251715,-2.58691,0,-0.251715,2.58691,0
9.08,0.265426,-2.58555,0,-0.265426,2.58555,0
9.09,0.27913,-2.58411,0,-0.27913,2.58411,0
9.1,0.292826,-2.5826,0,-0.292826,2.5826,0
9.11,0.306513,-2.58102,0,-0.306513,2.58102,0
9.12,0.320192,-2.57936,0,-0.320192,2.57936,0
9.13,0.333862,-2.57763,0,-0.333862,2.57763,0
9.14,0.347522,-2.57583,0,-0.347522,2.57583,0
9.15,0.361173,-2.57396,0,-0.361173,2.57396,0
9.16,0.374813,-2.57201,0,-0.374813,2.57201,0
9.17,0.388443,-2.56999,0,-0.388443,2.56999,0
9.18,0.402062,-2.5679,0,-0.402062,2.5679,0
9.19,0.41567,-2.56574,0,-0.41567,2.56574,0
9.2,0.429266,-2.56351,0,-0.429266,2.56351,0
9.21,0.44285,-2.5612,0,-0.44285,2.5612,0
9.22,0.456422,-2.55882,0,-0.456422,2.55882,0
9.23,0.469981,-2.55637,0,-0.469981,2.55637,0
9.24,0.483526,-2.55385,0,-0.483526,2.55385,0
9.25,0.497058,-2.55125,0,-0.497058,2.55125,0
9.26,0.510576,-2.54859,0,-0.510576,2.54859,0
9.27,0.52408,-2.54585,0,-0.52408,2.54585,0
9.28,0.537569,-2.54304,0,-0.537569,2.54304,0
9.29,0.551043,-2.54016,0,-0.551043,2.54016,0
9.3,0.564501,-2.53721,0,-0.564501,2.53721,0
9.31,0.577944,-2.53419,0,-0.577944,2.53419,0
9.32,0.59137,-2.53109,0,-0.59137,2.53109,0
9.33,0.604779,-2.52793,0,-0.604779,2.52793,0
9.34,0.618172,-2.52469,0,-0.618172,2.52469,0
9.35,0.631547,-2.52138,0,-0.631547,2.52138,0
9.36,0.644905,-2.518,0,-0.644905,2.518,0
9.37,0.658244,-2.51455,0,-0.658244,2.51455,0
9.38,0.671565,-2.51103,0,-0.671565,2.51103,0
9.39,0.684867,-2.50744,0,-0.684867,2.50744,0
9.4,0.69815,-2.50378,0,-0.69815,2.50378,0
9.41,0.711413,-2.50005,0,-0.711413,2.50005,0
9.42,0.724656,-2.49625,0,-0.724656,2.49625,0
9.43,0.737879,-2.49238,0,-0.737879,2.49238,0
9.44,0.751081,-2.48844,0,-0.751081,2.48844,0
9.45,0.764262,-2.48443,0,-0.764262,2.48443,0
9.46,0.777421,-2.48035,0,-0.777421,2.48035,0
9.47,0.790559,-2.47619,0,-0.790559,2.47619,0
9.48,0.803675,-2.47197,0,-0.803675,2.47197,0
9.49,0.816767,-2.46768,0,-0.816767,2.46768,0
9.5,0.829837,-2.46332,0,-0.829837,2.46332,0
9.51,0.842884,-2.4589,0,-0.842884,2.4589,0
9.52,0.855907,-2.4544,0,-0.855907,2.4544,0
9.53,0.868906,-2.44983,0,-0.868906,2.44983,0
9.54,0.88188,-2.4452,0,-0.88188,2.4452,0
9.55,0.89483,-2.44049,0,-0.89483,2.44049,0
9.56,0.907754,-2.43572,0,-0.907754,2.43572,0
9.57,0.920653,-2.43088,0,-0.920653,2.43088,0
9.58,0.933526,-2.42597,0,-0.933526,2.42597,0
9.59,0.946373,-2.42099,0,-0.946373,2.42099,0
9.6,0.959194,-2.41595,0,-0.959194,2.41595,0
9.61,0.971987,-2.41083,0,-0.971987,2.41083,0
9.62,0.984753,-2.40565,0,-0.984753,2.40565,0
9.63,0.997491,-2.4004,0,-0.997491,2.4004,0
9.64,1.0102,-2.39509,0,-1.0102,2.39509,0
9.65,1.02288,-2.3897,0,-1.02288,2.3897,0
9.66,1.03554,-2.38425,0,-1.03554,2.38425,0
9.67,1.04816,-2.37873,0,-1.04816,2.37873,0
9.68,1.06076,-2.37315,0,-1.06076,2.37315,0
9.69,1.07332,-2.3675,0,-1.07332,2.3675,0
9.7,1.08586,-2.36178,0,-1.08586,2.36178,0
9.71,1.09836,-2.356,0,-1.09836,2.356,0
9.72,1.11083,-2.35015,0,-1.11083,2.35015,0
9.73,1.12328,-2.34423,0,-1.12328,2.34423,0
9.74,1.13569,-2.33825,0,-1.13569,2.33825,0
9.75,1.14806,-2.3322,0,-1.14806,2.3322,0
9.76,1.16041,-2.32609,0,-1.16041,2.32609,0
9.77,1.17272,-2.31991,0,-1.17272,2.31991,0
9.78,1.18501,-2.31366,0,-1.18501,2.31366,0
9.79,1.19725,-2.30736,0,-1.19725,2.30736,0
9.8,1.20947,-2.30098,0,-1.20947,2.30098,0
9.81,1.22165,-2.29454,0,-1.22165,2.29454,0
9.82,1.23379,-2.28804,0,-1.23379,2.28804,0
9.83,1.2459,-2.28147,0,-1.2459,2.28147,0
9.84,1.25798,-2.27484,0,-1.25798,2.27484,0
9.85,1.27002,-2.26815,0,-1.27002,2.26815,0
9.86,1.28203,-2.26139,0,-1.28203,2.26139,0
9.87,1.29399,-2.25457,0,-1.29399,2.25457,0
9.88,1.30593,-2.24768,0,-1.30593,2.24768,0
9.89,1.31782,-2.24073,0,-1.31782,2.24073,0
9.9,1.32968,-2.23372,0,-1.32968,2.23372,0
9.91,1.3415,-2.22665,0,-1.3415,2.22665,0
9.92,1.35329,-2.21951,0,-1.35329,2.21951,0
9.93,1.36503,-2.21231,0,-1.36503,2.21231,0
9.94,1.37674,-2.20505,0,-1.37674,2.20505,0
9.95,1.38841,-2.19772,0,-1.38841,2.19772,0
9.96,1.40004,-2.19034,0,-1.40004,2.19034,0
9.97,1.41163,-2.18289,0,-1.41163,2.18289,0
9.98,1.42318,-2.17538,0,-1.42318,2.17538,0
9.99,1.43469,-2.16781,0,-1.43469,2.16781,0
10,1.44616,-2.16018,0,-1.44616,2.16018,0
10.01,1.45759,-2.15249,0,-1.45759,2.15249,0
10.02,1.46898,-2.14474,0,-1.46898,2.14474,0
10.03,1.48033,-2.13693,0,-1.48033,2.13693,0
10.04,1.49164,-2.12906,0,-1.49164,2.12906,0
10.05,1.5029,-2.12113,0,-1.5029,2.12113,0
10.06,1.51412,-2.11314,0,-1.51412,2.11314,0
10.07,1.5253,-2.10509,0,-1.5253,2.10509,0
10.08,1.53644,-2.09698,0,-1.53644,2.09698,0
10.09,1.54753,-2.08881,0,-1.54753,2.08881,0
10.1,1.55858,-2.08058,0,-1.55858,2.08058,0
10.11,1.56959,-2.0723,0,-1.56959,2.0723,0
10.12,1.58055,-2.06395,0,-1.58055,2.06395,0
10.13,1.59147,-2.05555,0,-1.59147,2.05555,0
10.14,1.60234,-2.04709,0,-1.60234,2.04709,0
10.15,1.61317,-2.03858,0,-1.61317,2.03858,0
10.16,1.62395,-2.03,0,-1.62395,2.03,0
10.17,1.63469,-2.02137,0,-1.63469,2.02137,0
10.18,1.64538,-2.01268,0,-1.64538,2.01268,0
10.19,1.65602,-2.00394,0,-1.65602,2.00394,0
10.2,1.66662,-1.99514,0,-1.66662,1.99514,0
10.21,1.67718,-1.98628,0,-1.67718,1.98628,0
10.22,1.68768,-1.97737,0,-1.68768,1.97737,0
10.23,1.69814,-1.9684,0,-1.69814,1.9684,0
10.24,1.70855,-1.95938,0,-1.70855,1.95938,0
10.25,1.71891,-1.9503,0,-1.71891,1.9503,0
10.26,1.72922,-1.94117,0,-1.72922,1.94117,0
10.27,1.73949,-1.93198,0,-1.73949,1.93198,0
10.28,1.7497,-1.92274,0,-1.7497,1.92274,0
10.29,1.75987,-1.91344,0,-1.75987,1.91344,0
10.3,1.76999,-1.90409,0,-1.76999,1.90409,0
10.31,1.78005,-1.89469,0,-1.78005,1.89469,0
10.32,1.79007,-1.88523,0,-1.79007,1.88523,0
10.33,1.80004,-1.87572,0,-1.80004,1.87572,0
10.34,1.80995,-1.86616,0,-1.80995,1.86616,0
10.35,1.81982,-1.85654,0,-1.81982,1.85654,0
10.36,1.82963,-1.84688,0,-1.82963,1.84688,0
10.37,1.8394,-1.83716,0,-1.8394,1.83716,0
10.38,1.84911,-1.82739,0,-1.84911,1.82739,0
10.39,1.85877,-1.81757,0,-1.85877,1.81757,0
10.4,1.86838,-1.8077,0,-1.86838,1.8077,0
10.41,1.87793,-1.79777,0,-1.87793,1.79777,0
10.42,1.88743,-1.7878,0,-1.88743,1.7878,0
10.43,1.89688,-1.77777,0,-1.89688,1.77777,0
10.44,1.90628,-1.7677,0,-1.90628,1.7677,0
10.45,1.91562,-1.75758,0,-1.91562,1.75758,0
10.46,1.92491,-1.7474,0,-1.92491,1.7474,0
10.47,1.93415,-1.73718,0,-1.93415,1.73718,0
10.48,1.94333,-1.72691,0,-1.94333,1.72691,0
10.49,1.95245,-1.71659,0,-1.95245,1.71659,0
10.5,1.96152,-1.70622,0,-1.96152,1.70622,0
10.51,1.97054,-1.69581,0,-1.97054,1.69581,0
10.52,1.9795,-1.68535,0,-1.9795,1.68535,0
10.53,1.9884,-1.67484,0,-1.9884,1.67484,0
10.54,1.99725,-1.66428,0,-1.99725,1.66428,0
10.55,2.00605,-1.65367,0,-2.00605,1.65367,0
10.56,2.01478,-1.64302,0,-2.01478,1.64302,0
10.57,2.02346,-1.63233,0,-2.02346,1.63233,0
10.58,2.03209,-1.62159,0,-2.03209,1.62159,0
10.59,2.04065,-1.6108,0,-2.04065,1.6108,0
10.6,2.04916,-1.59996,0,-2.04916,1.59996,0
10.61,2.05761,-1.58909,0,-2.05761,1.58909,0
10.62,2.066,-1.57816,0,-2.066,1.57816,0
10.63,2.07434,-1.5672,0,-2.07434,1.5672,0
10.64,2.08262,-1.55618,0,-2.08262,1.55618,0
10.65,2.09084,-1.54513,0,-2.09084,1.54513,0
10.66,2.099,-1.53403,0,-2.099,1.53403,0
10.67,2.1071,-1.52289,0,-2.1071,1.52289,0
10.68,2.11514,-1.51171,0,-2.11514,1.51171,0
10.69,2.12312,-1.50048,0,-2.12312,1.50048,0
10.7,2.13104,-1.48921,0,-2.13104,1.48921,0
10.71,2.13891,-1.4779,0,-2.13891,1.4779,0
10.72,2.14671,-1.46655,0,-2.14671,1.46655,0
10.73,2.15445,-1.45515,0,-2.15445,1.45515,0
10.74,2.16214,-1.44372,0,-2.16214,1.44372,0
10.75,2.16976,-1.43225,0,-2.16976,1.43225,0
10.76,2.17732,-1.42073,0,-2.17732,1.42073,0
10.77,2.18482,-1.40918,0,-2.18482,1.40918,0
10.78,2.19225,-1.39758,0,-2.19225,1.39758,0
10.79,2.19963,-1.38595,0,-2.19963,1.38595,0
10.8,2.20695,-1.37428,0,-2.20695,1.37428,0
10.81,2.2142,-1.36257,0,-2.2142,1.36257,0
10.82,2.22139,-1.35082,0,-2.22139,1.35082,0
10.83,2.22852,-1.33903,0,-2.22852,1.33903,0
10.84,2.23558,-1.3272,0,-2.23558,1.3272,0
10.85,2.24259,-1.31534,0,-2.24259,1.31534,0
10.86,2.24953,-1.30344,0,-2.24953,1.30344,0
10.87,2.2564,-1.29151,0,-2.2564,1.29151,0
10.88,2.26322,-1.27953,0,-2.26322,1.27953,0
10.89,2.26997,-1.26753,0,-2.26997,1.26753,0
10.9,2.27665,-1.25548,0,-2.27665,1.25548,0
10.91,2.28327,-1.2434,0,-2.28327,1.2434,0
10.92,2.28983,-1.23129,0,-2.28983,1.23129,0
10.93,2.29632,-1.21914,0,-2.29632,1.21914,0
10.94,2.30275,-1.20696,0,-2.30275,1.20696,0
10.95,2.30912,-1.19474,0,-2.30912,1.19474,0
10.96,2.31542,-1.18249,0,-2.31542,1.18249,0
10.97,2.32165,-1.17021,0,-2.32165,1.17021,0
10.98,2.32782,-1.1579,0,-2.32782,1.1579,0
10.99,2.33393,-1.14555,0,-2.33393,1.14555,0
11,2.33996,-1.13317,0,-2.33996,1.13317,0
11.01,2.34594,-1.12075,0,-2.34594,1.12075,0
11.02,2.35184,-1.10831,0,-2.35184,1.10831,0
11.03,2.35769,-1.09583,0,-2.35769,1.09583,0
11.04,2.36346,-1.08333,0,-2.36346,1.08333,0
11.05,2.36917,-1.07079,0,-2.36917,1.07079,0
11.06,2.37481,-1.05823,0,-2.37481,1.05823,0
11.07,2.38039,-1.04563,0,-2.38039,1.04563,0
11.08,2.38589,-1.033,0,-2.38589,1.033,0
11.09,2.39134,-1.02035,0,-2.39134,1.02035,0
11.1,2.39671,-1.00767,0,-2.39671,1.00767,0
11.11,2.40202,-0.994956,0,-2.40202,0.994956,0
11.12,2.40726,-0.982217,0,-2.40726,0.982217,0
11.13,2.41243,-0.96945,0,-2.41243,0.96945,0
11.14,2.41753,-0.956656,0,-2.41753,0.956656,0
11.15,2.42257,-0.943835,0,-2.42257,0.943835,0
11.16,2.42754,-0.930988,0,-2.42754,0.930988,0
11.17,2.43244,-0.918114,0,-2.43244,0.918114,0
11.18,2.43727,-0.905215,0,-2.43727,0.905215,0
11.19,2.44203,-0.89229,0,-2.44203,0.89229,0
11.2,2.44673,-0.87934,0,-2.44673,0.87934,0
11.21,2.45135,-0.866366,0,-2.45135,0.866366,0
