#Object 1 Info:
#Object: Sun
#   Mass: 1.000000 Solar masses
#   Position: (-2.544233, 0.000000, 0.000000) AU
#   Velocity: (0.000000, -1.348632, 0.000000) AU/year

#Object 2 Info:
#Object: Mercury
#   Mass: 0.000000 Solar masses
#   Position: (-2.157233, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 8.701368, 0.000000) AU/year

#Object 3 Info:
#Object: Venus
#   Mass: 0.000002 Solar masses
#   Position: (-1.821232, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 6.031370, 0.000000) AU/year

#Object 4 Info:
#Object: Earth
#   Mass: 0.000003 Solar masses
#   Position: (-1.544231, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 4.934388, 0.000000) AU/year

#Object 5 Info:
#Object: Mars
#   Mass: 0.000000 Solar masses
#   Position: (-1.020228, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 3.731407, 0.000000) AU/year

#Object 6 Info:
#Object: Jupiter
#   Mass: 0.955000 Solar masses
#   Position: (2.658773, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 1.411408, 0.000000) AU/year

#Object 7 Info:
#Object: Saturn
#   Mass: 0.000286 Solar masses
#   Position: (9.534384, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 2.039640, 0.000000) AU/year

#Object 8 Info:
#Object: Uranus
#   Mass: 0.000044 Solar masses
#   Position: (19.189779, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 1.429938, 0.000000) AU/year

#Object 9 Info:
#Object: Neptune
#   Mass: 0.000051 Solar masses
#   Position: (30.069208, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 1.139970, 0.000000) AU/year

#Object 10 Info:
#Object: Pluto
#   Mass: 0.000000 Solar masses
#   Position: (39.480000, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 0.990000, 0.000000) AU/year

# Integration Parameters: 
#    Time Step: 0.010000 years
#    Total Time: 30.000000 years
#    Integrator: Verlet

Time,Sun_x,Sun_y,Sun_z,Mercury_x,Mercury_y,Mercury_z,Venus_x,Venus_y,Venus_z,Earth_x,Earth_y,Earth_z,Mars_x,Mars_y,Mars_z,Jupiter_x,Jupiter_y,Jupiter_z,Saturn_x,Saturn_y,Saturn_z,Uranus_x,Uranus_y,Uranus_z,Neptune_x,Neptune_y,Neptune_z,Pluto_x,Pluto_y,Pluto_z
16.92,-0.153609,1.3771,0,0.230646,1.34423,0,-121.891,-440.338,0,7.32683,-8.41356,0,-1263.26,-757.842,0,0.160905,-1.4321,0,0.171315,-30.7857,0,-7.15777,-2.83588,0,17.3491,16.1929,0,32.2475,15.6737,0
16.93,-0.17965,1.38673,0,0.197792,1.45426,0,-122.02,-440.8,0,7.33803,-8.40309,0,-1264.12,-758.357,0,0.188171,-1.44218,0,0.180273,-30.8045,0,-7.15386,-2.87501,0,17.3336,16.1982,0,32.2388,15.6816,0
16.94,-0.205632,1.3959,0,0.138505,1.55911,0,-122.148,-441.263,0,7.34919,-8.39258,0,-1264.97,-758.872,0,0.215375,-1.45177,0,0.189231,-30.8233,0,-7.14983,-2.9141,0,17.3181,16.2034,0,32.2301,15.6895,0
16.95,-0.231546,1.40462,0,0.0546394,1.65189,0,-122.276,-441.725,0,7.36031,-8.38202,0,-1265.83,-759.387,0,0.24251,-1.46089,0,0.198189,-30.8421,0,-7.14568,-2.95314,0,17.3026,16.2087,0,32.2214,15.6974,0
16.96,-0.257388,1.4129,0,-0.0500862,1.72623,0,-122.404,-442.188,0,7.37139,-8.37141,0,-1266.69,-759.903,0,0.269568,-1.46956,0,0.207147,-30.8609,0,-7.14142,-2.99214,0,17.287,16.2139,0,32.2127,15.7053,0
16.97,-0.283151,1.42075,0,-0.170208,1.77689,0,-122.532,-442.65,0,7.38242,-8.36076,0,-1267.55,-760.418,0,0.296543,-1.47776,0,0.216105,-30.8797,0,-7.13705,-3.03109,0,17.2715,16.2191,0,32.204,15.7132,0
16.98,-0.308829,1.42817,0,-0.298829,1.80024,0,-122.661,-443.113,0,7.39341,-8.35006,0,-1268.41,-760.933,0,0.32343,-1.48553,0,0.225062,-30.8984,0,-7.13256,-3.07,0,17.256,16.2243,0,32.1953,15.7211,0
16.99,-0.334417,1.43518,0,-0.428153,1.79478,0,-122.789,-443.576,0,7.40436,-8.33931,0,-1269.26,-761.448,0,0.350222,-1.49286,0,0.23402,-30.9172,0,-7.12796,-3.10886,0,17.2404,16.2295,0,32.1866,15.7289,0
17,-0.35991,1.44179,0,-0.55019,1.76133,0,-122.917,-444.038,0,7.41526,-8.32851,0,-1270.12,-761.964,0,0.376915,-1.49977,0,0.242978,-30.9359,0,-7.12325,-3.14768,0,17.2249,16.2347,0,32.1779,15.7368,0
17.01,-0.385304,1.44799,0,-0.657534,1.70304,0,-123.045,-444.501,0,7.42611,-8.31767,0,-1270.98,-762.479,0,0.403504,-1.50626,0,0.251935,-30.9546,0,-7.11843,-3.18644,0,17.2093,16.2399,0,32.1692,15.7447,0
17.02,-0.410594,1.45381,0,-0.744071,1.62504,0,-123.173,-444.963,0,7.43693,-8.30678,0,-1271.84,-762.994,0,0.429984,-1.51234,0,0.260893,-30.9734,0,-7.11349,-3.22517,0,17.1937,16.2451,0,32.1605,15.7526,0
17.03,-0.435775,1.45924,0,-0.805499,1.53389,0,-123.302,-445.426,0,7.4477,-8.29584,0,-1272.69,-763.509,0,0.456351,-1.51802,0,0.26985,-30.9921,0,-7.10845,-3.26384,0,17.1781,16.2502,0,32.1517,15.7605,0
17.04,-0.460845,1.46431,0,-0.839595,1.43694,0,-123.43,-445.888,0,7.45842,-8.28486,0,-1273.55,-764.024,0,0.4826,-1.52331,0,0.278808,-31.0108,0,-7.10329,-3.30246,0,17.1625,16.2554,0,32.143,15.7683,0
17.05,-0.485799,1.469,0,-0.846238,1.34163,0,-123.558,-446.351,0,7.4691,-8.27383,0,-1274.41,-764.54,0,0.508728,-1.52822,0,0.287765,-31.0295,0,-7.09803,-3.34104,0,17.1469,16.2605,0,32.1342,15.7762,0
17.06,-0.510633,1.47334,0,-0.827251,1.25498,0,-123.686,-446.814,0,7.47974,-8.26275,0,-1275.27,-765.055,0,0.534731,-1.53275,0,0.296722,-31.0482,0,-7.09266,-3.37957,0,17.1313,16.2657,0,32.1255,15.7841,0
17.07,-0.535346,1.47732,0,-0.786123,1.18313,0,-123.815,-447.276,0,7.49033,-8.25163,0,-1276.12,-765.57,0,0.560607,-1.53692,0,0.30568,-31.0669,0,-7.08719,-3.41804,0,17.1157,16.2708,0,32.1167,15.7919,0
17.08,-0.559933,1.48096,0,-0.727675,1.13102,0,-123.943,-447.739,0,7.50088,-8.24045,0,-1276.98,-766.085,0,0.586351,-1.54072,0,0.314637,-31.0855,0,-7.0816,-3.45647,0,17.1,16.2759,0,32.108,15.7998,0
17.09,-0.584392,1.48426,0,-0.657709,1.10216,0,-124.071,-448.201,0,7.51138,-8.22923,0,-1277.84,-766.601,0,0.611962,-1.54417,0,0.323594,-31.1042,0,-7.07592,-3.49485,0,17.0844,16.281,0,32.0992,15.8076,0
17.1,-0.608721,1.48724,0,-0.582639,1.09852,0,-124.199,-448.664,0,7.52184,-8.21797,0,-1278.7,-767.116,0,0.637435,-1.54727,0,0.332551,-31.1229,0,-7.07012,-3.53318,0,17.0687,16.2861,0,32.0904,15.8155,0
17.11,-0.632917,1.48988,0,-0.509125,1.12044,0,-124.327,-449.126,0,7.53225,-8.20665,0,-1279.55,-767.631,0,0.662769,-1.55004,0,0.341508,-31.1415,0,-7.06422,-3.57145,0,17.053,16.2912,0,32.0817,15.8233,0
17.12,-0.656977,1.49221,0,-0.443694,1.1666,0,-124.456,-449.589,0,7.54261,-8.19529,0,-1280.41,-768.146,0,0.687961,-1.55247,0,0.350465,-31.1602,0,-7.05822,-3.60968,0,17.0374,16.2963,0,32.0729,15.8312,0
17.13,-0.680899,1.49423,0,-0.392373,1.23416,0,-124.584,-450.052,0,7.55293,-8.18388,0,-1281.27,-768.662,0,0.71301,-1.55458,0,0.359422,-31.1788,0,-7.05212,-3.64785,0,17.0217,16.3013,0,32.0641,15.839,0
17.14,-0.704683,1.49595,0,-0.360333,1.31885,0,-124.712,-450.514,0,7.56321,-8.17242,0,-1282.13,-769.177,0,0.737912,-1.55636,0,0.368379,-31.1974,0,-7.04591,-3.68597,0,17.006,16.3064,0,32.0553,15.8469,0
17.15,-0.728324,1.49736,0,-0.351564,1.4152,0,-124.84,-450.977,0,7.57344,-8.16092,0,-1282.99,-769.692,0,0.762666,-1.55783,0,0.377336,-31.2161,0,-7.03961,-3.72404,0,16.9902,16.3115,0,32.0465,15.8547,0
17.16,-0.751823,1.49848,0,-0.368604,1.51687,0,-124.968,-451.439,0,7.58362,-8.14936,0,-1283.84,-770.207,0,0.787271,-1.559,0,0.386292,-31.2347,0,-7.0332,-3.76205,0,16.9745,16.3165,0,32.0377,15.8626,0
17.17,-0.775177,1.49932,0,-0.412311,1.61692,0,-125.097,-451.902,0,7.59376,-8.13776,0,-1284.7,-770.722,0,0.811724,-1.55987,0,0.395249,-31.2533,0,-7.02669,-3.80001,0,16.9588,16.3215,0,32.0289,15.8704,0
17.18,-0.798385,1.49987,0,-0.481712,1.7083,0,-125.225,-452.365,0,7.60385,-8.12611,0,-1285.56,-771.238,0,0.836024,-1.56044,0,0.404205,-31.2719,0,-7.02008,-3.83792,0,16.9431,16.3265,0,32.0201,15.8782,0
17.19,-0.821445,1.50014,0,-0.573944,1.7843,0,-125.353,-452.827,0,7.61389,-8.11442,0,-1286.42,-771.753,0,0.860169,-1.56072,0,0.413162,-31.2905,0,-7.01338,-3.87578,0,16.9273,16.3316,0,32.0113,15.8861,0
17.2,-0.844357,1.50015,0,-0.684323,1.83907,0,-125.481,-453.29,0,7.62389,-8.10268,0,-1287.27,-772.268,0,0.884159,-1.56071,0,0.422118,-31.309,0,-7.00657,-3.91358,0,16.9115,16.3366,0,32.0025,15.8939,0
17.21,-0.867118,1.49989,0,-0.806588,1.86819,0,-125.609,-453.752,0,7.63384,-8.09088,0,-1288.13,-772.783,0,0.907991,-1.56043,0,0.431075,-31.3276,0,-6.99967,-3.95132,0,16.8958,16.3416,0,31.9936,15.9017,0
17.22,-0.889729,1.49937,0,-0.933335,1.86912,0,-125.738,-454.215,0,7.64374,-8.07904,0,-1288.99,-773.299,0,0.931665,-1.55988,0,0.440031,-31.3462,0,-6.99267,-3.98901,0,16.88,16.3465,0,31.9848,15.9095,0
17.23,-0.912187,1.49859,0,-1.05663,1.84154,0,-125.866,-454.677,0,7.6536,-8.06716,0,-1289.85,-773.814,0,0.95518,-1.55906,0,0.448987,-31.3647,0,-6.98558,-4.02665,0,16.8642,16.3515,0,31.976,15.9174,0
17.24,-0.934492,1.49756,0,-1.16873,1.78748,0,-125.994,-455.14,0,7.66341,-8.05522,0,-1290.7,-774.329,0,0.978535,-1.55797,0,0.457943,-31.3833,0,-6.97839,-4.06423,0,16.8484,16.3565,0,31.9671,15.9252,0
17.25,-0.956643,1.49629,0,-1.26285,1.71112,0,-126.122,-455.603,0,7.67317,-8.04324,0,-1291.56,-774.844,0,1.00173,-1.55663,0,0.466899,-31.4018,0,-6.9711,-4.10175,0,16.8326,16.3614,0,31.9583,15.933,0
17.26,-0.978639,1.49478,0,-1.33373,1.61835,0,-126.25,-456.065,0,7.68289,-8.03121,0,-1292.42,-775.359,0,1.02476,-1.55504,0,0.475855,-31.4204,0,-6.96373,-4.13922,0,16.8168,16.3664,0,31.9494,15.9408,0
17.27,-1.00048,1.49302,0,-1.37809,1.51621,0,-126.379,-456.528,0,7.69256,-8.01913,0,-1293.28,-775.875,0,1.04763,-1.55319,0,0.484811,-31.4389,0,-6.95625,-4.17663,0,16.8009,16.3713,0,31.9405,15.9486,0
17.28,-1.02217,1.49104,0,-1.39477,1.41219,0,-126.507,-456.99,0,7.70218,-8.007,0,-1294.13,-776.39,0,1.07033,-1.55111,0,0.493767,-31.4574,0,-6.94869,-4.21398,0,16.7851,16.3762,0,31.9317,15.9564,0
17.29,-1.04369,1.48883,0,-1.38465,1.31361,0,-126.635,-457.453,0,7.71175,-7.99483,0,-1294.99,-776.905,0,1.09287,-1.54879,0,0.502722,-31.4759,0,-6.94103,-4.25128,0,16.7692,16.3811,0,31.9228,15.9642,0
17.3,-1.06506,1.48639,0,-1.35047,1.22711,0,-126.763,-457.915,0,7.72128,-7.9826,0,-1295.85,-777.42,0,1.11525,-1.54623,0,0.511678,-31.4944,0,-6.93328,-4.28852,0,16.7534,16.3861,0,31.9139,15.972,0
17.31,-1.08628,1.48374,0,-1.29646,1.15825,0,-126.891,-458.378,0,7.73076,-7.97033,0,-1296.71,-777.936,0,1.13746,-1.54344,0,0.520634,-31.5129,0,-6.92544,-4.3257,0,16.7375,16.3909,0,31.905,15.9798,0
17.32,-1.10733,1.48087,0,-1.22799,1.11128,0,-127.02,-458.841,0,7.74019,-7.95801,0,-1297.57,-778.451,0,1.15951,-1.54043,0,0.529589,-31.5314,0,-6.91752,-4.36283,0,16.7216,16.3958,0,31.8961,15.9876,0
17.33,-1.12823,1.47779,0,-1.15122,1.08891,0,-127.148,-459.303,0,7.74957,-7.94564,0,-1298.42,-778.966,0,1.18139,-1.53719,0,0.538544,-31.5499,0,-6.9095,-4.39989,0,16.7057,16.4007,0,31.8873,15.9954,0
17.34,-1.14897,1.4745,0,-1.07271,1.09229,0,-127.276,-459.766,0,7.7589,-7.93322,0,-1299.28,-779.481,0,1.2031,-1.53374,0,0.5475,-31.5684,0,-6.90139,-4.4369,0,16.6898,16.4056,0,31.8784,16.0032,0
17.35,-1.16954,1.47101,0,-0.999077,1.12092,0,-127.404,-460.228,0,7.76819,-7.92076,0,-1300.14,-779.996,0,1.22465,-1.53008,0,0.556455,-31.5868,0,-6.89319,-4.47385,0,16.6739,16.4104,0,31.8695,16.011,0
17.36,-1.18996,1.46732,0,-0.936642,1.17271,0,-127.533,-460.691,0,7.77743,-7.90824,0,-1301,-780.512,0,1.24602,-1.5262,0,0.56541,-31.6053,0,-6.88491,-4.51074,0,16.658,16.4153,0,31.8605,16.0188,0
17.37,-1.21022,1.46343,0,-0.891061,1.24409,0,-127.661,-461.153,0,7.78662,-7.89568,0,-1301.85,-781.027,0,1.26724,-1.52212,0,0.574365,-31.6237,0,-6.87654,-4.54757,0,16.6421,16.4201,0,31.8516,16.0265,0
17.38,-1.23032,1.45935,0,-0.866986,1.33014,0,-127.789,-461.616,0,7.79576,-7.88307,0,-1302.71,-781.542,0,1.28828,-1.51784,0,0.58332,-31.6422,0,-6.86808,-4.58434,0,16.6261,16.4249,0,31.8427,16.0343,0
17.39,-1.25026,1.45508,0,-0.867745,1.42485,0,-127.917,-462.079,0,7.80485,-7.87041,0,-1303.57,-782.057,0,1.30916,-1.51336,0,0.592274,-31.6606,0,-6.85953,-4.62105,0,16.6102,16.4298,0,31.8338,16.0421,0
17.4,-1.27004,1.45062,0,-0.895068,1.52144,0,-128.045,-462.541,0,7.81389,-7.8577,0,-1304.43,-782.573,0,1.32987,-1.50868,0,0.601229,-31.679,0,-6.85091,-4.6577,0,16.5942,16.4346,0,31.8248,16.0499,0
17.41,-1.28966,1.44598,0,-0.948873,1.61279,0,-128.174,-463.004,0,7.82288,-7.84494,0,-1305.28,-783.088,0,1.35041,-1.50382,0,0.610183,-31.6974,0,-6.84219,-4.69429,0,16.5783,16.4394,0,31.8159,16.0576,0
17.42,-1.30911,1.44116,0,-1.02716,1.69188,0,-128.302,-463.466,0,7.83183,-7.83214,0,-1306.14,-783.603,0,1.37078,-1.49877,0,0.619138,-31.7159,0,-6.83339,-4.73082,0,16.5623,16.4442,0,31.807,16.0654,0
17.43,-1.32841,1.43617,0,-1.12603,1.75235,0,-128.43,-463.929,0,7.84072,-7.81928,0,-1307,-784.118,0,1.39098,-1.49353,0,0.628092,-31.7343,0,-6.82451,-4.76729,0,16.5463,16.4489,0,31.798,16.0732,0
17.44,-1.34755,1.431,0,-1.23986,1.78905,0,-128.558,-464.391,0,7.84957,-7.80638,0,-1307.86,-784.634,0,1.41102,-1.48811,0,0.637046,-31.7526,0,-6.81555,-4.8037,0,16.5303,16.4537,0,31.7891,16.0809,0
17.45,-1.36652,1.42566,0,-1.3617,1.79854,0,-128.686,-464.854,0,7.85836,-7.79343,0,-1308.71,-785.149,0,1.43089,-1.48251,0,0.646001,-31.771,0,-6.8065,-4.84005,0,16.5143,16.4585,0,31.7801,16.0887,0
17.46,-1.38534,1.42016,0,-1.48377,1.77949,0,-128.815,-465.317,0,7.86711,-7.78042,0,-1309.57,-785.664,0,1.45059,-1.47674,0,0.654955,-31.7894,0,-6.79737,-4.87634,0,16.4983,16.4632,0,31.7711,16.0965,0
17.47,-1.40399,1.41449,0,-1.59819,1.73286,0,-128.943,-465.779,0,7.87581,-7.76737,0,-1310.43,-786.179,0,1.47012,-1.4708,0,0.663909,-31.8078,0,-6.78816,-4.91256,0,16.4822,16.4679,0,31.7622,16.1042,0
17.48,-1.42249,1.40866,0,-1.6977,1.66186,0,-129.071,-466.242,0,7.88445,-7.75427,0,-1311.29,-786.694,0,1.48949,-1.46468,0,0.672862,-31.8261,0,-6.77887,-4.94872,0,16.4662,16.4727,0,31.7532,16.112,0
17.49,-1.44082,1.40268,0,-1.7763,1.57162,0,-129.199,-466.704,0,7.89305,-7.74112,0,-1312.15,-787.21,0,1.50868,-1.45841,0,0.681816,-31.8445,0,-6.7695,-4.98483,0,16.4501,16.4774,0,31.7442,16.1197,0
17.5,-1.459,1.39653,0,-1.82977,1.46866,0,-129.327,-467.167,0,7.9016,-7.72793,0,-1313,-787.725,0,1.52771,-1.45197,0,0.69077,-31.8629,0,-6.76006,-5.02087,0,16.4341,16.4821,0,31.7352,16.1275,0
17.51,-1.47701,1.39024,0,-1.85594,1.36029,0,-129.456,-467.629,0,7.91009,-7.71468,0,-1313.86,-788.24,0,1.54657,-1.44537,0,0.699723,-31.8812,0,-6.75053,-5.05684,0,16.418,16.4868,0,31.7262,16.1352,0
17.52,-1.49486,1.38379,0,-1.85471,1.25395,0,-129.584,-468.092,0,7.91854,-7.70138,0,-1314.72,-788.755,0,1.56527,-1.43861,0,0.708676,-31.8995,0,-6.74092,-5.09276,0,16.4019,16.4915,0,31.7172,16.1429,0
17.53,-1.51256,1.3772,0,-1.82796,1.15665,0,-129.712,-468.555,0,7.92694,-7.68804,0,-1315.58,-789.271,0,1.58379,-1.4317,0,0.71763,-31.9179,0,-6.73124,-5.12861,0,16.3858,16.4962,0,31.7082,16.1507,0
17.54,-1.53009,1.37046,0,-1.7792,1.07449,0,-129.84,-469.017,0,7.93528,-7.67464,0,-1316.43,-789.786,0,1.60215,-1.42463,0,0.726583,-31.9362,0,-6.72148,-5.1644,0,16.3697,16.5008,0,31.6992,16.1584,0
17.55,-1.54747,1.36358,0,-1.71328,1.01239,0,-129.968,-469.48,0,7.94358,-7.6612,0,-1317.29,-790.301,0,1.62034,-1.41742,0,0.735536,-31.9545,0,-6.71164,-5.20013,0,16.3536,16.5055,0,31.6902,16.1661,0
17.56,-1.56468,1.35656,0,-1.636,0.973834,0,-130.097,-469.942,0,7.95182,-7.6477,0,-1318.15,-790.816,0,1.63837,-1.41006,0,0.744488,-31.9728,0,-6.70172,-5.23579,0,16.3375,16.5101,0,31.6812,16.1739,0
17.57,-1.58174,1.3494,0,-1.55377,0.960745,0,-130.225,-470.405,0,7.96002,-7.63416,0,-1319.01,-791.331,0,1.65623,-1.40256,0,0.753441,-31.9911,0,-6.69174,-5.27139,0,16.3214,16.5148,0,31.6722,16.1816,0
17.58,-1.59864,1.34211,0,-1.47322,0.973448,0,-130.353,-470.868,0,7.96816,-7.62057,0,-1319.86,-791.847,0,1.67392,-1.39491,0,0.762394,-32.0094,0,-6.68167,-5.30693,0,16.3052,16.5194,0,31.6632,16.1893,0
17.59,-1.61537,1.33468,0,-1.40085,1.01065,0,-130.481,-471.33,0,7.97625,-7.60693,0,-1320.72,-792.362,0,1.69144,-1.38713,0,0.771346,-32.0276,0,-6.67153,-5.3424,0,16.2891,16.524,0,31.6541,16.197,0
17.6,-1.63195,1.32713,0,-1.34272,1.0695,0,-130.609,-471.793,0,7.98429,-7.59323,0,-1321.58,-792.877,0,1.7088,-1.37921,0,0.780298,-32.0459,0,-6.66132,-5.37781,0,16.2729,16.5286,0,31.6451,16.2048,0
17.61,-1.64837,1.31944,0,-1.30405,1.1457,0,-130.738,-472.255,0,7.99228,-7.57949,0,-1322.44,-793.392,0,1.72599,-1.37115,0,0.789251,-32.0642,0,-6.65104,-5.41316,0,16.2568,16.5332,0,31.636,16.2125,0
17.62,-1.66464,1.31163,0,-1.28889,1.2337,0,-130.866,-472.718,0,8.00022,-7.5657,0,-1323.29,-793.908,0,1.74302,-1.36297,0,0.798203,-32.0824,0,-6.64068,-5.44844,0,16.2406,16.5378,0,31.627,16.2202,0
17.63,-1.68074,1.3037,0,-1.29979,1.32699,0,-130.994,-473.18,0,8.00811,-7.55186,0,-1324.15,-794.423,0,1.75988,-1.35465,0,0.807155,-32.1007,0,-6.63025,-5.48365,0,16.2244,16.5424,0,31.6179,16.2279,0
17.64,-1.69669,1.29564,0,-1.33758,1.41848,0,-131.122,-473.643,0,8.01595,-7.53797,0,-1325.01,-794.938,0,1.77658,-1.3462,0,0.816106,-32.1189,0,-6.61975,-5.51881,0,16.2082,16.547,0,31.6089,16.2356,0
17.65,-1.71248,1.28746,0,-1.40114,1.50095,0,-131.25,-474.106,0,8.02373,-7.52403,0,-1325.87,-795.453,0,1.79311,-1.33763,0,0.825058,-32.1372,0,-6.60917,-5.5539,0,16.192,16.5515,0,31.5998,16.2433,0
17.66,-1.72811,1.27917,0,-1.48739,1.56762,0,-131.379,-474.568,0,8.03146,-7.51004,0,-1326.73,-795.969,0,1.80948,-1.32894,0,0.834009,-32.1554,0,-6.59853,-5.58892,0,16.1758,16.5561,0,31.5907,16.251,0
17.67,-1.74358,1.27076,0,-1.59141,1.61268,0,-131.507,-475.031,0,8.03914,-7.496,0,-1327.58,-796.484,0,1.82568,-1.32012,0,0.842961,-32.1736,0,-6.58781,-5.62388,0,16.1595,16.5606,0,31.5816,16.2587,0
17.68,-1.7589,1.26223,0,-1.70675,1.63187,0,-131.635,-475.493,0,8.04677,-7.48191,0,-1328.44,-796.999,0,1.84172,-1.31119,0,0.851912,-32.1918,0,-6.57703,-5.65878,0,16.1433,16.5651,0,31.5726,16.2664,0
17.69,-1.77406,1.25359,0,-1.82592,1.6229,0,-131.763,-475.956,0,8.05435,-7.46777,0,-1329.3,-797.514,0,1.85759,-1.30214,0,0.860863,-32.21,0,-6.56618,-5.69361,0,16.127,16.5697,0,31.5635,16.2741,0
17.7,-1.78906,1.24485,0,-1.941,1.58571,0,-131.892,-476.418,0,8.06187,-7.45358,0,-1330.16,-798.029,0,1.8733,-1.29297,0,0.869814,-32.2282,0,-6.55526,-5.72837,0,16.1108,16.5742,0,31.5544,16.2818,0
17.71,-1.80391,1.23599,0,-2.04441,1.52253,0,-132.02,-476.881,0,8.06935,-7.43934,0,-1331.01,-798.545,0,1.88885,-1.28369,0,0.878765,-32.2464,0,-6.54427,-5.76307,0,16.0945,16.5787,0,31.5453,16.2895,0
17.72,-1.81861,1.22703,0,-2.12955,1.43765,0,-132.148,-477.344,0,8.07677,-7.42505,0,-1331.87,-799.06,0,1.90423,-1.2743,0,0.887715,-32.2646,0,-6.53321,-5.79771,0,16.0782,16.5831,0,31.5362,16.2972,0
17.73,-1.83314,1.21797,0,-2.19139,1.33699,0,-132.276,-477.806,0,8.08414,-7.41071,0,-1332.73,-799.575,0,1.91945,-1.2648,0,0.896666,-32.2828,0,-6.52209,-5.83228,0,16.0619,16.5876,0,31.5271,16.3048,0
17.74,-1.84753,1.2088,0,-2.2268,1.2275,0,-132.404,-478.269,0,8.09145,-7.39632,0,-1333.59,-800.09,0,1.93451,-1.25519,0,0.905616,-32.3009,0,-6.5109,-5.86678,0,16.0457,16.5921,0,31.518,16.3125,0
17.75,-1.86175,1.19953,0,-2.23473,1.11659,0,-132.533,-478.731,0,8.09871,-7.38188,0,-1334.44,-800.606,0,1.9494,-1.24547,0,0.914566,-32.3191,0,-6.49964,-5.90122,0,16.0293,16.5965,0,31.5088,16.3202,0
17.76,-1.87582,1.19016,0,-2.21612,1.01146,0,-132.661,-479.194,0,8.10592,-7.36739,0,-1335.3,-801.121,0,1.96414,-1.23566,0,0.923516,-32.3373,0,-6.48832,-5.9356,0,16.013,16.601,0,31.4997,16.3279,0
17.77,-1.88974,1.18069,0,-2.17371,0.918676,0,-132.789,-479.656,0,8.11308,-7.35285,0,-1336.16,-801.636,0,1.97871,-1.22574,0,0.932466,-32.3554,0,-6.47694,-5.96991,0,15.9967,16.6054,0,31.4906,16.3355,0
17.78,-1.90351,1.17113,0,-2.11171,0.843747,0,-132.917,-480.119,0,8.12019,-7.33826,0,-1337.02,-802.151,0,1.99312,-1.21572,0,0.941416,-32.3735,0,-6.46549,-6.00415,0,15.9804,16.6098,0,31.4814,16.3432,0
17.79,-1.91712,1.16147,0,-2.03547,0.790868,0,-133.045,-480.582,0,8.12724,-7.32362,0,-1337.87,-802.666,0,2.00737,-1.2056,0,0.950365,-32.3917,0,-6.45397,-6.03832,0,15.964,16.6143,0,31.4723,16.3509,0
17.8,-1.93057,1.15173,0,-1.95114,0.762754,0,-133.174,-481.044,0,8.13424,-7.30893,0,-1338.73,-803.182,0,2.02146,-1.19538,0,0.959315,-32.4098,0,-6.44239,-6.07244,0,15.9477,16.6187,0,31.4631,16.3585,0
17.81,-1.94387,1.14189,0,-1.86525,0.760538,0,-133.302,-481.507,0,8.14118,-7.29418,0,-1339.59,-803.697,0,2.03538,-1.18507,0,0.968264,-32.4279,0,-6.43075,-6.10648,0,15.9313,16.6231,0,31.454,16.3662,0
17.82,-1.95702,1.13196,0,-1.78445,0.783737,0,-133.43,-481.969,0,8.14808,-7.27939,0,-1340.45,-804.212,0,2.04915,-1.17466,0,0.977213,-32.446,0,-6.41905,-6.14046,0,15.9149,16.6274,0,31.4448,16.3738,0
17.83,-1.97002,1.12194,0,-1.71507,0.830264,0,-133.558,-482.432,0,8.15491,-7.26455,0,-1341.31,-804.727,0,2.06276,-1.16416,0,0.986162,-32.4641,0,-6.40728,-6.17437,0,15.8985,16.6318,0,31.4357,16.3815,0
17.84,-1.98286,1.11183,0,-1.66283,0.896501,0,-133.686,-482.894,0,8.1617,-7.24966,0,-1342.16,-805.243,0,2.07621,-1.15357,0,0.99511,-32.4822,0,-6.39545,-6.20822,0,15.8821,16.6362,0,31.4265,16.3892,0
17.85,-1.99555,1.10164,0,-1.63241,0.97745,0,-133.815,-483.357,0,8.16843,-7.23471,0,-1343.02,-805.758,0,2.08949,-1.1429,0,1.00406,-32.5003,0,-6.38356,-6.242,0,15.8657,16.6405,0,31.4173,16.3968,0
17.86,-2.00809,1.09137,0,-1.62718,1.06697,0,-133.943,-483.82,0,8.17511,-7.21972,0,-1343.88,-806.273,0,2.10262,-1.13213,0,1.01301,-32.5184,0,-6.37161,-6.27572,0,15.8493,16.6449,0,31.4081,16.4044,0
17.87,-2.02048,1.08101,0,-1.64881,1.15812,0,-134.071,-484.282,0,8.18174,-7.20467,0,-1344.74,-806.788,0,2.11559,-1.12128,0,1.02196,-32.5365,0,-6.3596,-6.30937,0,15.8329,16.6492,0,31.399,16.4121,0
17.88,-2.03272,1.07058,0,-1.69711,1.2436,0,-134.199,-484.745,0,8.18831,-7.18958,0,-1345.59,-807.303,0,2.1284,-1.11034,0,1.0309,-32.5545,0,-6.34754,-6.34295,0,15.8164,16.6535,0,31.3898,16.4197,0
