#Object 1 Info:
#Object: Sun
#   Mass: 1.000000 Solar masses
#   Position: (-0.010078, 0.000000, 0.000000) AU
#   Velocity: (0.000000, -0.003377, 0.000000) AU/year

#Object 2 Info:
#Object: Mercury
#   Mass: 0.000000 Solar masses
#   Position: (0.376922, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 10.046623, 0.000000) AU/year

#Object 3 Info:
#Object: Venus
#   Mass: 0.000002 Solar masses
#   Position: (0.712922, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 7.376624, 0.000000) AU/year

#Object 4 Info:
#Object: Earth
#   Mass: 0.000003 Solar masses
#   Position: (0.989924, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 6.279642, 0.000000) AU/year

#Object 5 Info:
#Object: Mars
#   Mass: 0.000000 Solar masses
#   Position: (1.513927, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 5.076661, 0.000000) AU/year

#Object 6 Info:
#Object: Jupiter
#   Mass: 0.000955 Solar masses
#   Position: (5.192928, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 2.756663, 0.000000) AU/year

#Object 7 Info:
#Object: Saturn
#   Mass: 0.000286 Solar masses
#   Position: (9.531892, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 2.039296, 0.000000) AU/year

#Object 8 Info:
#Object: Uranus
#   Mass: 0.000044 Solar masses
#   Position: (19.188616, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 1.429879, 0.000000) AU/year

#Object 9 Info:
#Object: Neptune
#   Mass: 0.000051 Solar masses
#   Position: (30.068453, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 1.139941, 0.000000) AU/year

# Integration Parameters: 
#    Time Step: 0.010000 years
#    Total Time: 30.000000 years
#    Integrator: Verlet

Time,Sun_x,Sun_y,Sun_z,Mercury_x,Mercury_y,Mercury_z,Venus_x,Venus_y,Venus_z,Earth_x,Earth_y,Earth_z,Mars_x,Mars_y,Mars_z,Jupiter_x,Jupiter_y,Jupiter_z,Saturn_x,Saturn_y,Saturn_z,Uranus_x,Uranus_y,Uranus_z,Neptune_x,Neptune_y,Neptune_z
17.3,0.00570334,-0.00184337,0,-0.181072,-0.340768,0,-0.203035,0.686006,0,-0.379652,0.920326,0,0.0173041,1.51615,0,-4.99267,1.5353,0,-8.33843,-4.80263,0,5.21541,18.3619,0,23.7514,18.3188,0
17.31,0.00570939,-0.0018138,0,-0.0877505,-0.377278,0,-0.272773,0.660688,0,-0.436842,0.89429,0,-0.0336843,1.51551,0,-5.00066,1.50906,0,-8.32829,-4.82013,0,5.20155,18.3657,0,23.7443,18.3278,0
17.32,0.00571528,-0.00178417,0,0.0119405,-0.388199,0,-0.339549,0.628324,0,-0.492282,0.864711,0,-0.0846285,1.51316,0,-5.00852,1.48279,0,-8.31811,-4.8376,0,5.1877,18.3696,0,23.7373,18.3368,0
17.33,0.00572102,-0.00175448,0,0.111206,-0.372691,0,-0.402651,0.589254,0,-0.545752,0.831706,0,-0.135471,1.5091,0,-5.01624,1.45647,0,-8.3079,-4.85505,0,5.17383,18.3734,0,23.7302,18.3458,0
17.34,0.00572659,-0.00172474,0,0.20321,-0.331649,0,-0.461404,0.54389,0,-0.597042,0.795403,0,-0.186154,1.50333,0,-5.02382,1.43011,0,-8.29765,-4.87248,0,5.15997,18.3772,0,23.7232,18.3548,0
17.35,0.00573201,-0.00169494,0,0.2815,-0.267697,0,-0.51518,0.492714,0,-0.645947,0.755948,0,-0.23662,1.49586,0,-5.03127,1.40372,0,-8.28736,-4.88989,0,5.1461,18.3809,0,23.7161,18.3638,0
17.36,0.00573727,-0.00166509,0,0.340435,-0.185074,0,-0.563406,0.436268,0,-0.692275,0.713496,0,-0.286812,1.4867,0,-5.03857,1.37728,0,-8.27703,-4.90728,0,5.13223,18.3847,0,23.709,18.3728,0
17.37,0.00574236,-0.0016352,0,0.375601,-0.0894277,0,-0.605564,0.375154,0,-0.735842,0.668214,0,-0.336674,1.47585,0,-5.04573,1.35081,0,-8.26667,-4.92464,0,5.11836,18.3885,0,23.702,18.3818,0
17.38,0.00574729,-0.00160526,0,0.384186,0.0125288,0,-0.641206,0.310024,0,-0.776475,0.620283,0,-0.386148,1.46333,0,-5.05276,1.3243,0,-8.25628,-4.94199,0,5.10448,18.3922,0,23.6949,18.3908,0
17.39,0.00575205,-0.00157527,0,0.365263,0.113458,0,-0.66995,0.241571,0,-0.814014,0.569892,0,-0.435179,1.44915,0,-5.05964,1.29775,0,-8.24584,-4.95931,0,5.0906,18.396,0,23.6878,18.3997,0
17.4,0.00575665,-0.00154524,0,0.31995,0.205943,0,-0.691492,0.170526,0,-0.84831,0.517239,0,-0.483711,1.43333,0,-5.06639,1.27117,0,-8.23537,-4.97661,0,5.07672,18.3997,0,23.6808,18.4087,0
17.41,0.00576108,-0.00151516,0,0.251399,0.283082,0,-0.705602,0.0976474,0,-0.879228,0.462534,0,-0.531688,1.41589,0,-5.07299,1.24455,0,-8.22487,-4.99389,0,5.06283,18.4034,0,23.6737,18.4177,0
17.42,0.00576534,-0.00148505,0,0.164597,0.339076,0,-0.712133,0.0237123,0,-0.906644,0.405993,0,-0.579057,1.39683,0,-5.07946,1.21789,0,-8.21432,-5.01114,0,5.04894,18.4072,0,23.6666,18.4266,0
17.43,0.00576943,-0.0014549,0,0.0659779,0.369733,0,-0.711018,-0.050491,0,-0.93045,0.34784,0,-0.625762,1.3762,0,-5.08578,1.19121,0,-8.20374,-5.02838,0,5.03505,18.4109,0,23.6595,18.4356,0
17.44,0.00577334,-0.00142472,0,-0.0371113,0.372831,0,-0.702273,-0.124172,0,-0.950552,0.288305,0,-0.671752,1.35399,0,-5.09197,1.16449,0,-8.19313,-5.04559,0,5.02116,18.4145,0,23.6524,18.4446,0
17.45,0.00577708,-0.00139451,0,-0.137034,0.34829,0,-0.685996,-0.196548,0,-0.966871,0.227624,0,-0.716972,1.33026,0,-5.09801,1.13773,0,-8.18247,-5.06277,0,5.00726,18.4182,0,23.6453,18.4535,0
17.46,0.00578064,-0.00136427,0,-0.226494,0.298133,0,-0.662364,-0.266848,0,-0.979341,0.166036,0,-0.761373,1.30501,0,-5.10391,1.11095,0,-8.17179,-5.07994,0,4.99336,18.4219,0,23.6382,18.4625,0
17.47,0.00578402,-0.001334,0,-0.299113,0.226259,0,-0.631635,-0.334328,0,-0.987913,0.103786,0,-0.804903,1.27827,0,-5.10968,1.08414,0,-8.16106,-5.09708,0,4.97946,18.4256,0,23.6311,18.4715,0
17.48,0.00578723,-0.00130372,0,-0.349878,0.138071,0,-0.59414,-0.398274,0,-0.992553,0.0411197,0,-0.847513,1.25009,0,-5.1153,1.05729,0,-8.1503,-5.1142,0,4.96556,18.4292,0,23.624,18.4804,0
17.49,0.00579026,-0.00127343,0,-0.375453,0.0400129,0,-0.550284,-0.45801,0,-0.993244,-0.0217141,0,-0.889153,1.22048,0,-5.12078,1.03042,0,-8.1395,-5.1313,0,4.95165,18.4328,0,23.6169,18.4894,0
17.5,0.00579312,-0.00124312,0,-0.374338,-0.0609358,0,-0.500537,-0.512907,0,-0.989982,-0.0844671,0,-0.929776,1.18948,0,-5.12611,1.00352,0,-8.12867,-5.14838,0,4.93774,18.4365,0,23.6098,18.4983,0
17.51,0.00579579,-0.00121281,0,-0.346883,-0.157748,0,-0.44543,-0.562388,0,-0.98278,-0.146891,0,-0.969336,1.15713,0,-5.13131,0.976587,0,-8.1178,-5.16543,0,4.92382,18.4401,0,23.6027,18.5072,0
17.52,0.0057983,-0.0011825,0,-0.295191,-0.243804,0,-0.385553,-0.605936,0,-0.971666,-0.208738,0,-1.00779,1.12346,0,-5.13636,0.949631,0,-8.10689,-5.18246,0,4.90991,18.4437,0,23.5956,18.5162,0
17.53,0.00580064,-0.00115219,0,-0.222936,-0.313282,0,-0.321542,-0.643096,0,-0.956685,-0.269764,0,-1.04509,1.08851,0,-5.14128,0.922648,0,-8.09595,-5.19947,0,4.89599,18.4473,0,23.5885,18.5251,0
17.54,0.0058028,-0.00112188,0,-0.135097,-0.361496,0,-0.254078,-0.673483,0,-0.937897,-0.329727,0,-1.08119,1.05233,0,-5.14605,0.895639,0,-8.08498,-5.21645,0,4.88207,18.4509,0,23.5813,18.5341,0
17.55,0.0058048,-0.00109158,0,-0.0376564,-0.385152,0,-0.183875,-0.696783,0,-0.915374,-0.38839,0,-1.11605,1.01494,0,-5.15067,0.868606,0,-8.07396,-5.23341,0,4.86814,18.4545,0,23.5742,18.543,0
17.56,0.00580664,-0.00106129,0,0.0627551,-0.38255,0,-0.111675,-0.712757,0,-0.889208,-0.44552,0,-1.14964,0.976395,0,-5.15516,0.841548,0,-8.06291,-5.25035,0,4.85421,18.458,0,23.5671,18.5519,0
17.57,0.00580832,-0.00103101,0,0.159249,-0.353704,0,-0.0382388,-0.721246,0,-0.859501,-0.500893,0,-1.18192,0.936738,0,-5.1595,0.814468,0,-8.05183,-5.26726,0,4.84028,18.4616,0,23.5599,18.5609,0
17.58,0.00580984,-0.00100074,0,0.245095,-0.300384,0,0.0356598,-0.722166,0,-0.82637,-0.554287,0,-1.21284,0.896013,0,-5.1637,0.787364,0,-8.04071,-5.28415,0,4.82635,18.4651,0,23.5528,18.5698,0
17.59,0.00581121,-0.000970488,0,0.31416,-0.22607,0,0.109245,-0.715515,0,-0.789949,-0.605493,0,-1.24237,0.854266,0,-5.16776,0.760239,0,-8.02955,-5.30102,0,4.81241,18.4687,0,23.5456,18.5787,0
17.6,0.00581243,-0.000940249,0,0.361348,-0.135785,0,0.181745,-0.701369,0,-0.750379,-0.654308,0,-1.27048,0.811544,0,-5.17167,0.733093,0,-8.01836,-5.31786,0,4.79848,18.4722,0,23.5385,18.5876,0
17.61,0.0058135,-0.000910024,0,0.383007,-0.0358181,0,0.252401,-0.679881,0,-0.707818,-0.700538,0,-1.29713,0.767896,0,-5.17545,0.705927,0,-8.00713,-5.33468,0,4.78453,18.4757,0,23.5314,18.5965,0
17.62,0.00581443,-0.000879812,0,0.37727,0.0666846,0,0.320474,-0.651281,0,-0.662436,-0.744001,0,-1.3223,0.723371,0,-5.17907,0.678741,0,-7.99587,-5.35148,0,4.77059,18.4792,0,23.5242,18.6055,0
17.63,0.00581522,-0.000849613,0,0.344284,0.164231,0,0.385253,-0.615875,0,-0.61441,-0.784525,0,-1.34596,0.678021,0,-5.18256,0.651537,0,-7.98457,-5.36825,0,4.75664,18.4827,0,23.517,18.6144,0
17.64,0.00581586,-0.000819426,0,0.286278,0.249574,0,0.446063,-0.574034,0,-0.563931,-0.82195,0,-1.36807,0.631896,0,-5.1859,0.624314,0,-7.97324,-5.385,0,4.74269,18.4862,0,23.5099,18.6233,0
17.65,0.00581637,-0.000789249,0,0.207437,0.316317,0,0.50227,-0.5262,0,-0.5112,-0.856127,0,-1.38862,0.585049,0,-5.1891,0.597074,0,-7.96187,-5.40172,0,4.72874,18.4896,0,23.5027,18.6322,0
17.66,0.00581674,-0.000759083,0,0.113596,0.359467,0,0.553287,-0.472874,0,-0.456424,-0.886922,0,-1.40757,0.537534,0,-5.19216,0.569818,0,-7.95047,-5.41842,0,4.71479,18.4931,0,23.4956,18.6411,0
17.67,0.00581697,-0.000728925,0,0.011751,0.375866,0,0.598584,-0.414615,0,-0.399821,-0.914213,0,-1.42492,0.489404,0,-5.19507,0.542545,0,-7.93903,-5.4351,0,4.70083,18.4966,0,23.4884,18.65,0
17.68,0.00581706,-0.000698777,0,-0.090533,0.364438,0,0.637688,-0.352032,0,-0.341614,-0.937892,0,-1.44063,0.440715,0,-5.19784,0.515258,0,-7.92755,-5.45175,0,4.68687,18.5,0,23.4812,18.6589,0
17.69,0.00581702,-0.000668636,0,-0.185754,0.326243,0,0.67019,-0.285778,0,-0.282034,-0.957866,0,-1.45469,0.391523,0,-5.20046,0.487956,0,-7.91604,-5.46838,0,4.67291,18.5034,0,23.474,18.6678,0
17.7,0.00581684,-0.000638503,0,-0.267073,0.264325,0,0.695752,-0.216546,0,-0.221316,-0.974056,0,-1.46708,0.341882,0,-5.20294,0.460641,0,-7.9045,-5.48498,0,4.65894,18.5068,0,23.4669,18.6767,0
17.71,0.00581652,-0.000608379,0,-0.328814,0.183397,0,0.714104,-0.145058,0,-0.1597,-0.986398,0,-1.47779,0.291851,0,-5.20528,0.433314,0,-7.89292,-5.50156,0,4.64497,18.5103,0,23.4597,18.6856,0
17.72,0.00581607,-0.000578262,0,-0.366835,0.0894257,0,0.725053,-0.0720602,0,-0.09743,-0.994843,0,-1.48681,0.241485,0,-5.20748,0.405974,0,-7.8813,-5.51812,0,4.631,18.5137,0,23.4525,18.6944,0
17.73,0.00581549,-0.000548154,0,-0.378745,-0.010852,0,0.728482,0.00168503,0,-0.0347521,-0.999358,0,-1.49412,0.190843,0,-5.20952,0.378623,0,-7.86965,-5.53465,0,4.61703,18.517,0,23.4453,18.7033,0
17.74,0.00581477,-0.000518054,0,-0.363989,-0.110415,0,0.724352,0.0754069,0,0.0280859,-0.999926,0,-1.49973,0.139983,0,-5.21143,0.351261,0,-7.85797,-5.55115,0,4.60305,18.5204,0,23.4381,18.7122,0
17.75,0.00581391,-0.000487962,0,-0.323806,-0.202422,0,0.712702,0.148334,0,0.0908359,-0.996545,0,-1.50361,0.0889624,0,-5.21319,0.32389,0,-7.84625,-5.56764,0,4.58907,18.5238,0,23.4309,18.7211,0
17.76,0.00581293,-0.000457878,0,-0.261095,-0.280628,0,0.693648,0.219703,0,0.15325,-0.989227,0,-1.50577,0.0378395,0,-5.21481,0.29651,0,-7.83449,-5.58409,0,4.57509,18.5271,0,23.4237,18.73,0
17.77,0.00581181,-0.000427803,0,-0.180199,-0.339743,0,0.667386,0.288764,0,0.215081,-0.978002,0,-1.5062,-0.0133272,0,-5.21628,0.269121,0,-7.8227,-5.60052,0,4.56111,18.5305,0,23.4165,18.7388,0
17.78,0.00581056,-0.000397734,0,-0.0866282,-0.37574,0,0.634185,0.354792,0,0.276085,-0.962915,0,-1.50491,-0.0644791,0,-5.21761,0.241725,0,-7.81088,-5.61693,0,4.54712,18.5338,0,23.4093,18.7477,0
17.79,0.00580918,-0.000367673,0,0.01326,-0.386083,0,0.594387,0.417092,0,0.336021,-0.944024,0,-1.50189,-0.115558,0,-5.2188,0.214322,0,-7.79902,-5.63331,0,4.53313,18.5371,0,23.4021,18.7566,0
17.8,0.00580768,-0.000337617,0,0.112636,-0.369905,0,0.548405,0.475005,0,0.394653,-0.921406,0,-1.49715,-0.166505,0,-5.21984,0.186914,0,-7.78713,-5.64967,0,4.51914,18.5405,0,23.3949,18.7654,0
17.81,0.00580604,-0.000307565,0,0.204604,-0.328101,0,0.496716,0.527919,0,0.451748,-0.895149,0,-1.4907,-0.217262,0,-5.22073,0.1595,0,-7.7752,-5.666,0,4.50515,18.5438,0,23.3876,18.7743,0
17.82,0.00580428,-0.000277517,0,0.282642,-0.263329,0,0.439859,0.575272,0,0.507082,-0.865358,0,-1.48253,-0.267772,0,-5.22149,0.132082,0,-7.76324,-5.68231,0,4.49115,18.5471,0,23.3804,18.7832,0
17.83,0.00580239,-0.000247471,0,0.341056,-0.17991,0,0.378428,0.616559,0,0.560435,-0.832149,0,-1.47267,-0.317976,0,-5.22209,0.10466,0,-7.75124,-5.69859,0,4.47715,18.5503,0,23.3732,18.792,0
17.84,0.00580038,-0.000217424,0,0.375418,-0.0836012,0,0.313065,0.65134,0,0.611598,-0.795654,0,-1.46112,-0.367818,0,-5.22256,0.0772348,0,-7.73921,-5.71485,0,4.46315,18.5536,0,23.366,18.8009,0
17.85,0.00579823,-0.000187376,0,0.382957,0.0187585,0,0.244458,0.67924,0,0.660368,-0.756018,0,-1.4479,-0.41724,0,-5.22288,0.0498077,0,-7.72715,-5.73108,0,4.44915,18.5569,0,23.3587,18.8097,0
17.86,0.00579596,-0.000157325,0,0.362847,0.119729,0,0.173327,0.699957,0,0.706552,-0.713397,0,-1.43302,-0.466186,0,-5.22305,0.0223793,0,-7.71505,-5.74728,0,4.43514,18.5601,0,23.3515,18.8186,0
17.87,0.00579355,-0.000127268,0,0.316354,0.211842,0,0.100423,0.713265,0,0.74997,-0.667959,0,-1.41649,-0.5146,0,-5.22308,-0.00504981,0,-7.70291,-5.76346,0,4.42113,18.5634,0,23.3443,18.8274,0
17.88,0.00579101,-9.72059e-05,0,0.246798,0.288213,0,0.0265168,0.719016,0,0.790448,-0.619884,0,-1.39835,-0.562427,0,-5.22297,-0.0324788,0,-7.69075,-5.77962,0,4.40712,18.5666,0,23.337,18.8363,0
17.89,0.00578834,-6.71363e-05,0,0.159311,0.343133,0,-0.0476094,0.717142,0,0.827827,-0.569361,0,-1.3786,-0.609612,0,-5.22271,-0.0599069,0,-7.67854,-5.79574,0,4.3931,18.5698,0,23.3298,18.8451,0
17.9,0.00578553,-3.7059e-05,0,0.0604191,0.372559,0,-0.121169,0.707658,0,0.861961,-0.51659,0,-1.35727,-0.656102,0,-5.22231,-0.0873334,0,-7.66631,-5.81185,0,4.37909,18.573,0,23.3225,18.8539,0
17.91,0.00578257,-6.97419e-06,0,-0.0425114,0.374442,0,-0.19338,0.690656,0,0.892713,-0.46178,0,-1.33439,-0.701844,0,-5.22176,-0.114758,0,-7.65404,-5.82792,0,4.36507,18.5762,0,23.3153,18.8628,0
17.92,0.00577948,2.31176e-05,0,-0.1419,0.348857,0,-0.263475,0.666312,0,0.919964,-0.405146,0,-1.30998,-0.746786,0,-5.22107,-0.142178,0,-7.64173,-5.84398,0,4.35104,18.5794,0,23.308,18.8716,0
17.93,0.00577624,5.32154e-05,0,-0.230562,0.297936,0,-0.330705,0.634881,0,0.943605,-0.346912,0,-1.28407,-0.790876,0,-5.22023,-0.169596,0,-7.62939,-5.86,0,4.33702,18.5826,0,23.3008,18.8804,0
17.94,0.00577285,8.33176e-05,0,-0.302254,0.225626,0,-0.394354,0.596693,0,0.963542,-0.287309,0,-1.25669,-0.834065,0,-5.21925,-0.197008,0,-7.61702,-5.876,0,4.32299,18.5857,0,23.2935,18.8893,0
17.95,0.00576931,0.000113422,0,-0.352093,0.137314,0,-0.453742,0.552151,0,0.979698,-0.226571,0,-1.22787,-0.876303,0,-5.21813,-0.224415,0,-7.60462,-5.89197,0,4.30896,18.5889,0,23.2862,18.8981,0
17.96,0.00576562,0.000143527,0,-0.376836,0.0393804,0,-0.508235,0.501728,0,0.992009,-0.164937,0,-1.19765,-0.917542,0,-5.21686,-0.251816,0,-7.59218,-5.90792,0,4.29493,18.592,0,23.279,18.9069,0
17.97,0.00576178,0.00017363,0,-0.375031,-0.0612755,0,-0.55725,0.445959,0,1.00042,-0.102652,0,-1.16606,-0.957737,0,-5.21544,-0.27921,0,-7.5797,-5.92384,0,4.2809,18.5952,0,23.2717,18.9157,0
17.98,0.00575778,0.000203727,0,-0.347029,-0.157704,0,-0.600263,0.385438,0,1.00491,-0.0399611,0,-1.13313,-0.99684,0,-5.21389,-0.306596,0,-7.5672,-5.93973,0,4.26686,18.5983,0,23.2644,18.9245,0
17.99,0.00575362,0.000233818,0,-0.294908,-0.243337,0,-0.636816,0.32081,0,1.00546,0.0228885,0,-1.0989,-1.03481,0,-5.21219,-0.333974,0,-7.55466,-5.9556,0,4.25282,18.6014,0,23.2571,18.9334,0
18,0.00574931,0.000263897,0,-0.222299,-0.312371,0,-0.666518,0.252764,0,1.00205,0.0856487,0,-1.06342,-1.0716,0,-5.21034,-0.361342,0,-7.54208,-5.97144,0,4.23878,18.6045,0,23.2499,18.9422,0
18.01,0.00574485,0.000293965,0,-0.134154,-0.360107,0,-0.689054,0.182027,0,0.994718,0.148072,0,-1.02673,-1.10717,0,-5.20835,-0.388701,0,-7.52948,-5.98726,0,4.22474,18.6076,0,23.2426,18.951,0
18.02,0.00574023,0.000324016,0,-0.0364507,-0.383219,0,-0.704185,0.109352,0,0.983476,0.209911,0,-0.988857,-1.14148,0,-5.20622,-0.416049,0,-7.51684,-6.00305,0,4.21069,18.6107,0,23.2353,18.9598,0
18.03,0.00573545,0.000354051,0,0.0641519,-0.379974,0,-0.711752,0.035516,0,0.968373,0.270923,0,-0.949855,-1.1745,0,-5.20394,-0.443385,0,-7.50416,-6.01881,0,4.19664,18.6137,0,23.228,18.9686,0
18.04,0.00573052,0.000384066,0,0.160706,-0.350375,0,-0.711678,-0.0386947,0,0.949469,0.330867,0,-0.909768,-1.20617,0,-5.20152,-0.470709,0,-7.49146,-6.03454,0,4.18259,18.6168,0,23.2207,18.9774,0
18.05,0.00572544,0.00041406,0,0.246411,-0.296218,0,-0.703967,-0.112489,0,0.926839,0.389505,0,-0.868641,-1.23648,0,-5.19895,-0.49802,0,-7.47871,-6.05025,0,4.16854,18.6199,0,23.2134,18.9862,0
18.06,0.00572021,0.000444031,0,0.315069,-0.221053,0,-0.688707,-0.185083,0,0.900571,0.446608,0,-0.82652,-1.26538,0,-5.19625,-0.525318,0,-7.46594,-6.06593,0,4.15448,18.6229,0,23.2061,18.995,0
18.07,0.00571482,0.000473979,0,0.361552,-0.130011,0,-0.666065,-0.255705,0,0.870769,0.501948,0,-0.783455,-1.29285,0,-5.19339,-0.552601,0,-7.45313,-6.08158,0,4.14042,18.6259,0,23.1988,19.0038,0
18.08,0.00570929,0.000503902,0,0.382232,-0.0295064,0,-0.636287,-0.323605,0,0.837551,0.555308,0,-0.739494,-1.31884,0,-5.1904,-0.579868,0,-7.44029,-6.09721,0,4.12636,18.6289,0,23.1915,19.0125,0
18.09,0.00570361,0.0005338,0,0.375329,0.0731963,0,-0.599696,-0.388065,0,0.801048,0.606477,0,-0.694688,-1.34334,0,-5.18726,-0.60712,0,-7.42742,-6.11281,0,4.1123,18.6319,0,23.1842,19.0213,0
18.1,0.00569778,0.000563673,0,0.341127,0.170533,0,-0.556684,-0.448405,0,0.761404,0.655252,0,-0.649087,-1.36632,0,-5.18397,-0.634355,0,-7.41452,-6.12838,0,4.09824,18.6349,0,23.1768,19.0301,0
18.11,0.0056918,0.000593519,0,0.282021,0.255249,0,-0.507716,-0.503988,0,0.718774,0.701442,0,-0.602744,-1.38774,0,-5.18055,-0.661573,0,-7.40158,-6.14393,0,4.08417,18.6379,0,23.1695,19.0389,0
18.12,0.00568567,0.000623339,0,0.202355,0.321019,0,-0.453313,-0.554231,0,0.673329,0.744864,0,-0.555712,-1.40759,0,-5.17698,-0.688772,0,-7.3886,-6.15945,0,4.0701,18.6409,0,23.1622,19.0477,0
18.13,0.0056794,0.000653131,0,0.108077,0.362984,0,-0.394058,-0.598607,0,0.625246,0.785346,0,-0.508044,-1.42585,0,-5.17327,-0.715952,0,-7.3756,-6.17494,0,4.05603,18.6439,0,23.1549,19.0564,0
18.14,0.00567298,0.000682895,0,0.00622528,0.378151,0,-0.330582,-0.636655,0,0.574715,0.822728,0,-0.459794,-1.44249,0,-5.16941,-0.743112,0,-7.36256,-6.1904,0,4.04195,18.6468,0,23.1475,19.0652,0
18.15,0.00566641,0.000712629,0,-0.095667,0.36561,0,-0.263557,-0.667978,0,0.521936,0.856863,0,-0.411017,-1.45749,0,-5.16541,-0.770252,0,-7.34949,-6.20584,0,4.02787,18.6498,0,23.1402,19.074,0
18.16,0.0056597,0.000742332,0,-0.190194,0.326546,0,-0.193696,-0.692254,0,0.467118,0.887615,0,-0.361768,-1.47085,0,-5.16127,-0.797371,0,-7.33639,-6.22125,0,4.0138,18.6527,0,23.1329,19.0827,0
18.17,0.00565283,0.000772004,0,-0.270646,0.264068,0,-0.121736,-0.709234,0,0.410476,0.914864,0,-0.312105,-1.48254,0,-5.15699,-0.824467,0,-7.32326,-6.23663,0,3.99971,18.6556,0,23.1255,19.0915,0
18.18,0.00564582,0.000801641,0,-0.331477,0.182893,0,-0.0484359,-0.718745,0,0.352235,0.9385,0,-0.262081,-1.49255,0,-5.15256,-0.851541,0,-7.31009,-6.25198,0,3.98563,18.6585,0,23.1182,19.1003,0
18.19,0.00563866,0.000831242,0,-0.368649,0.088938,0,0.0254322,-0.720696,0,0.292624,0.958432,0,-0.211756,-1.50087,0,-5.14799,-0.878592,0,-7.29689,-6.2673,0,3.97154,18.6614,0,23.1108,19.109,0
18.2,0.00563136,0.000860806,0,-0.37983,-0.011135,0,0.0990924,-0.715072,0,0.231879,0.974579,0,-0.161185,-1.5075,0,-5.14328,-0.905618,0,-7.28366,-6.2826,0,3.95746,18.6643,0,23.1035,19.1178,0
18.21,0.00562391,0.000890332,0,-0.36448,-0.110382,0,0.171772,-0.701938,0,0.17024,0.986878,0,-0.110426,-1.51242,0,-5.13842,-0.932619,0,-7.27039,-6.29787,0,3.94337,18.6672,0,23.0961,19.1265,0
18.22,0.00561633,0.000919817,0,-0.323817,-0.202019,0,0.24271,-0.681439,0,0.10795,0.995281,0,-0.0595354,-1.51564,0,-5.13343,-0.959594,0,-7.25709,-6.31311,0,3.92927,18.6701,0,23.0888,19.1353,0
18.23,0.00560859,0.000949261,0,-0.260702,-0.279826,0,0.311165,-0.653793,0,0.045255,0.999753,0,-0.00857178,-1.51714,0,-5.12829,-0.986543,0,-7.24377,-6.32832,0,3.91518,18.6729,0,23.0814,19.144,0
18.24,0.00560073,0.000978663,0,-0.179446,-0.338505,0,0.376422,-0.619295,0,-0.0175965,1.00028,0,0.0424077,-1.51693,0,-5.12301,-1.01346,0,-7.2304,-6.34351,0,3.90108,18.6758,0,23.074,19.1528,0
18.25,0.00559272,0.00100802,0,-0.0855511,-0.373997,0,0.4378,-0.578308,0,-0.0803563,0.996851,0,0.0933454,-1.51501,0,-5.11759,-1.04036,0,-7.21701,-6.35867,0,3.88698,18.6786,0,23.0667,19.1615,0
18.26,0.00558458,0.00103734,0,0.0146038,-0.383732,0,0.494658,-0.531265,0,-0.142777,0.989488,0,0.144184,-1.51138,0,-5.11202,-1.06722,0,-7.20359,-6.37379,0,3.87288,18.6814,0,23.0593,19.1702,0
18.27,0.0055763,0.00106661,0,0.114134,-0.366823,0,0.546405,-0.478657,0,-0.20461,0.978217,0,0.194867,-1.50604,0,-5.10632,-1.09406,0,-7.19013,-6.38889,0,3.85878,18.6843,0,23.0519,19.179,0
18.28,0.0055679,0.00109584,0,0.20607,-0.324178,0,0.592501,-0.421038,0,-0.265613,0.963083,0,0.245336,-1.49901,0,-5.10047,-1.12086,0,-7.17664,-6.40397,0,3.84467,18.6871,0,23.0446,19.1877,0
18.29,0.00555936,0.00112504,0,0.283818,-0.258516,0,0.632465,-0.359008,0,-0.325544,0.944145,0,0.295534,-1.49028,0,-5.09449,-1.14764,0,-7.16312,-6.41901,0,3.83056,18.6899,0,23.0372,19.1964,0
18.3,0.0055507,0.00115419,0,0.341637,-0.174259,0,0.66588,-0.293217,0,-0.384166,0.921477,0,0.345407,-1.47988,0,-5.08836,-1.17438,0,-7.14956,-6.43402,0,3.81645,18.6926,0,23.0298,19.2052,0
18.31,0.00554191,0.0011833,0,0.375105,-0.0772923,0,0.692396,-0.22435,0,-0.441246,0.895171,0,0.394896,-1.46782,0,-5.08209,-1.20109,0,-7.13598,-6.44901,0,3.80234,18.6954,0,23.0224,19.2139,0
18.32,0.00553299,0.00121238,0,0.381518,0.0254194,0,0.711736,-0.153126,0,-0.49656,0.865329,0,0.443948,-1.45409,0,-5.07568,-1.22777,0,-7.12236,-6.46397,0,3.78823,18.6982,0,23.015,19.2226,0
18.33,0.00552395,0.00124142,0,0.360177,0.126344,0,0.723694,-0.0802894,0,-0.549888,0.832069,0,0.492507,-1.43874,0,-5.06913,-1.25441,0,-7.10872,-6.4789,0,3.77411,18.7009,0,23.0076,19.2313,0
18.34,0.00551478,0.00127044,0,0.312512,0.217983,0,0.728144,-0.00660036,0,-0.60102,0.795523,0,0.540518,-1.42176,0,-5.06244,-1.28102,0,-7.09504,-6.4938,0,3.75999,18.7037,0,23.0002,19.24,0
