#Object 1 Info:
#Object: Sun
#   Mass: 1.000000 Solar masses
#   Position: (0.004959, 0.000000, 0.000000) AU
#   Velocity: (0.000000, 0.002627, 0.000000) AU/year

#Object 2 Info:
#Object: Jupiter
#   Mass: 0.000955 Solar masses
#   Position: (-5.195041, 0.000000, 0.000000) AU
#   Velocity: (0.000000, -2.752226, 0.000000) AU/year

# Integration Parameters: 
#    Time Step: 0.010000 years
#    Total Time: 11.200000 years
#    Integrator: Verlet

Time,Sun_x,Sun_y,Sun_z,Jupiter_x,Jupiter_y,Jupiter_z
8.11,-0.00193704,-0.00455526,0,2.02919,4.77197,0
8.12,-0.0019128,-0.00456553,0,2.0038,4.78272,0
8.13,-0.00188851,-0.00457566,0,1.97835,4.79334,0
8.14,-0.00186416,-0.00458567,0,1.95285,4.80382,0
8.15,-0.00183977,-0.00459555,0,1.92729,4.81417,0
8.16,-0.00181532,-0.00460529,0,1.90168,4.82438,0
8.17,-0.00179082,-0.00461491,0,1.87601,4.83445,0
8.18,-0.00176627,-0.0046244,0,1.85029,4.84439,0
8.19,-0.00174167,-0.00463375,0,1.82452,4.85419,0
8.2,-0.00171702,-0.00464298,0,1.7987,4.86386,0
8.21,-0.00169232,-0.00465207,0,1.77283,4.87338,0
8.22,-0.00166757,-0.00466103,0,1.7469,4.88277,0
8.23,-0.00164278,-0.00466987,0,1.72093,4.89202,0
8.24,-0.00161794,-0.00467856,0,1.69491,4.90113,0
8.25,-0.00159306,-0.00468713,0,1.66884,4.91011,0
8.26,-0.00156813,-0.00469556,0,1.64273,4.91894,0
8.27,-0.00154315,-0.00470387,0,1.61656,4.92764,0
8.28,-0.00151813,-0.00471204,0,1.59035,4.9362,0
8.29,-0.00149307,-0.00472007,0,1.5641,4.94462,0
8.3,-0.00146797,-0.00472797,0,1.5378,4.95289,0
8.31,-0.00144282,-0.00473574,0,1.51146,4.96103,0
8.32,-0.00141764,-0.00474338,0,1.48508,4.96903,0
8.33,-0.00139241,-0.00475088,0,1.45865,4.97689,0
8.34,-0.00136715,-0.00475824,0,1.43219,4.9846,0
8.35,-0.00134185,-0.00476548,0,1.40568,4.99218,0
8.36,-0.0013165,-0.00477257,0,1.37913,4.99962,0
8.37,-0.00129113,-0.00477954,0,1.35255,5.00691,0
8.38,-0.00126571,-0.00478636,0,1.32592,5.01406,0
8.39,-0.00124026,-0.00479306,0,1.29926,5.02107,0
8.4,-0.00121477,-0.00479961,0,1.27256,5.02794,0
8.41,-0.00118925,-0.00480604,0,1.24583,5.03467,0
8.42,-0.0011637,-0.00481232,0,1.21906,5.04126,0
8.43,-0.00113811,-0.00481847,0,1.19226,5.0477,0
8.44,-0.00111249,-0.00482449,0,1.16542,5.054,0
8.45,-0.00108684,-0.00483036,0,1.13855,5.06016,0
8.46,-0.00106116,-0.00483611,0,1.11165,5.06617,0
8.47,-0.00103545,-0.00484171,0,1.08471,5.07204,0
8.48,-0.00100971,-0.00484718,0,1.05775,5.07777,0
8.49,-0.000983945,-0.00485251,0,1.03075,5.08336,0
8.5,-0.000958148,-0.0048577,0,1.00373,5.0888,0
8.51,-0.000932325,-0.00486276,0,0.976678,5.09409,0
8.52,-0.000906475,-0.00486768,0,0.949599,5.09925,0
8.53,-0.0008806,-0.00487246,0,0.922492,5.10426,0
8.54,-0.0008547,-0.00487711,0,0.89536,5.10912,0
8.55,-0.000828776,-0.00488161,0,0.868203,5.11384,0
8.56,-0.000802828,-0.00488598,0,0.841021,5.11842,0
8.57,-0.000776858,-0.00489022,0,0.813815,5.12285,0
8.58,-0.000750865,-0.00489431,0,0.786586,5.12714,0
8.59,-0.000724852,-0.00489826,0,0.759335,5.13129,0
8.6,-0.000698818,-0.00490208,0,0.732063,5.13528,0
8.61,-0.000672764,-0.00490576,0,0.704769,5.13914,0
8.62,-0.000646692,-0.0049093,0,0.677456,5.14285,0
8.63,-0.000620601,-0.0049127,0,0.650124,5.14641,0
8.64,-0.000594492,-0.00491596,0,0.622774,5.14983,0
8.65,-0.000568367,-0.00491909,0,0.595406,5.1531,0
8.66,-0.000542226,-0.00492207,0,0.568021,5.15622,0
8.67,-0.000516069,-0.00492492,0,0.54062,5.15921,0
8.68,-0.000489898,-0.00492762,0,0.513204,5.16204,0
8.69,-0.000463713,-0.00493019,0,0.485773,5.16473,0
8.7,-0.000437515,-0.00493262,0,0.458329,5.16728,0
8.71,-0.000411305,-0.00493491,0,0.430872,5.16967,0
8.72,-0.000385083,-0.00493706,0,0.403402,5.17193,0
8.73,-0.00035885,-0.00493907,0,0.375921,5.17403,0
8.74,-0.000332607,-0.00494094,0,0.34843,5.17599,0
8.75,-0.000306355,-0.00494267,0,0.320929,5.17781,0
8.76,-0.000280094,-0.00494427,0,0.293418,5.17948,0
8.77,-0.000253825,-0.00494572,0,0.2659,5.181,0
8.78,-0.000227549,-0.00494703,0,0.238374,5.18237,0
8.79,-0.000201266,-0.00494821,0,0.210841,5.1836,0
8.8,-0.000174978,-0.00494924,0,0.183302,5.18469,0
8.81,-0.000148685,-0.00495013,0,0.155758,5.18562,0
8.82,-0.000122387,-0.00495089,0,0.12821,5.18642,0
8.83,-9.60867e-05,-0.0049515,0,0.100658,5.18706,0
8.84,-6.97832e-05,-0.00495198,0,0.0731029,5.18756,0
8.85,-4.34777e-05,-0.00495232,0,0.0455461,5.18791,0
8.86,-1.7171e-05,-0.00495251,0,0.0179879,5.18811,0
8.87,9.13615e-06,-0.00495257,0,-0.00957078,5.18817,0
8.88,3.54431e-05,-0.00495248,0,-0.0371292,5.18809,0
8.89,6.1749e-05,-0.00495226,0,-0.0646865,5.18785,0
8.9,8.80532e-05,-0.0049519,0,-0.0922421,5.18747,0
8.91,0.000114355,-0.00495139,0,-0.119795,5.18694,0
8.92,0.000140653,-0.00495075,0,-0.147345,5.18627,0
8.93,0.000166948,-0.00494997,0,-0.17489,5.18545,0
8.94,0.000193238,-0.00494905,0,-0.20243,5.18449,0
8.95,0.000219522,-0.00494799,0,-0.229965,5.18337,0
8.96,0.0002458,-0.00494679,0,-0.257493,5.18212,0
8.97,0.000272071,-0.00494545,0,-0.285014,5.18071,0
8.98,0.000298335,-0.00494397,0,-0.312527,5.17916,0
8.99,0.00032459,-0.00494235,0,-0.340031,5.17747,0
9,0.000350836,-0.00494059,0,-0.367526,5.17562,0
9.01,0.000377072,-0.00493869,0,-0.39501,5.17363,0
9.02,0.000403297,-0.00493665,0,-0.422483,5.1715,0
9.03,0.000429511,-0.00493447,0,-0.449944,5.16922,0
9.04,0.000455713,-0.00493216,0,-0.477393,5.16679,0
9.05,0.000481903,-0.0049297,0,-0.504828,5.16422,0
9.06,0.000508078,-0.00492711,0,-0.532248,5.1615,0
9.07,0.000534239,-0.00492438,0,-0.559654,5.15864,0
9.08,0.000560385,-0.0049215,0,-0.587044,5.15563,0
9.09,0.000586516,-0.00491849,0,-0.614417,5.15248,0
9.1,0.000612629,-0.00491534,0,-0.641774,5.14918,0
9.11,0.000638726,-0.00491206,0,-0.669111,5.14573,0
9.12,0.000664804,-0.00490863,0,-0.696431,5.14214,0
9.13,0.000690864,-0.00490506,0,-0.72373,5.13841,0
9.14,0.000716904,-0.00490136,0,-0.751009,5.13453,0
9.15,0.000742924,-0.00489752,0,-0.778267,5.13051,0
9.16,0.000768923,-0.00489354,0,-0.805503,5.12634,0
9.17,0.000794901,-0.00488942,0,-0.832716,5.12202,0
9.18,0.000820856,-0.00488517,0,-0.859906,5.11756,0
9.19,0.000846787,-0.00488077,0,-0.887071,5.11296,0
9.2,0.000872695,-0.00487624,0,-0.914212,5.10822,0
9.21,0.000898579,-0.00487157,0,-0.941326,5.10333,0
9.22,0.000924437,-0.00486677,0,-0.968414,5.09829,0
9.23,0.000950269,-0.00486182,0,-0.995475,5.09311,0
9.24,0.000976074,-0.00485674,0,-1.02251,5.08779,0
9.25,0.00100185,-0.00485153,0,-1.04951,5.08233,0
9.26,0.0010276,-0.00484617,0,-1.07649,5.07672,0
9.27,0.00105332,-0.00484068,0,-1.10343,5.07097,0
9.28,0.00107901,-0.00483506,0,-1.13034,5.06507,0
9.29,0.00110467,-0.00482929,0,-1.15722,5.05903,0
9.3,0.0011303,-0.00482339,0,-1.18407,5.05285,0
9.31,0.0011559,-0.00481736,0,-1.21089,5.04653,0
9.32,0.00118146,-0.00481119,0,-1.23767,5.04007,0
9.33,0.00120699,-0.00480488,0,-1.26441,5.03346,0
9.34,0.00123249,-0.00479844,0,-1.29112,5.02671,0
9.35,0.00125795,-0.00479186,0,-1.3178,5.01982,0
9.36,0.00128338,-0.00478515,0,-1.34444,5.01279,0
9.37,0.00130877,-0.0047783,0,-1.37103,5.00562,0
9.38,0.00133413,-0.00477132,0,-1.39759,4.9983,0
9.39,0.00135944,-0.0047642,0,-1.42412,4.99085,0
9.4,0.00138472,-0.00475695,0,-1.4506,4.98325,0
9.41,0.00140996,-0.00474957,0,-1.47704,4.97551,0
9.42,0.00143516,-0.00474205,0,-1.50343,4.96764,0
9.43,0.00146032,-0.00473439,0,-1.52979,4.95962,0
9.44,0.00148544,-0.00472661,0,-1.5561,4.95146,0
9.45,0.00151051,-0.00471869,0,-1.58237,4.94317,0
9.46,0.00153555,-0.00471064,0,-1.6086,4.93473,0
9.47,0.00156054,-0.00470245,0,-1.63478,4.92616,0
9.48,0.00158548,-0.00469414,0,-1.66091,4.91745,0
9.49,0.00161038,-0.00468569,0,-1.68699,4.9086,0
9.5,0.00163524,-0.0046771,0,-1.71303,4.89961,0
9.51,0.00166005,-0.00466839,0,-1.73902,4.89048,0
9.52,0.00168481,-0.00465955,0,-1.76496,4.88121,0
9.53,0.00170953,-0.00465057,0,-1.79086,4.87181,0
9.54,0.0017342,-0.00464146,0,-1.8167,4.86227,0
9.55,0.00175882,-0.00463222,0,-1.84249,4.85259,0
9.56,0.00178339,-0.00462286,0,-1.86823,4.84278,0
9.57,0.0018079,-0.00461336,0,-1.89391,4.83283,0
9.58,0.00183237,-0.00460373,0,-1.91954,4.82274,0
9.59,0.00185679,-0.00459397,0,-1.94512,4.81252,0
9.6,0.00188115,-0.00458408,0,-1.97064,4.80216,0
9.61,0.00190546,-0.00457407,0,-1.99611,4.79166,0
9.62,0.00192972,-0.00456392,0,-2.02152,4.78104,0
9.63,0.00195392,-0.00455364,0,-2.04688,4.77027,0
9.64,0.00197807,-0.00454324,0,-2.07217,4.75937,0
9.65,0.00200216,-0.00453271,0,-2.09741,4.74834,0
9.66,0.0020262,-0.00452205,0,-2.12259,4.73718,0
9.67,0.00205018,-0.00451127,0,-2.14771,4.72588,0
9.68,0.0020741,-0.00450035,0,-2.17277,4.71445,0
9.69,0.00209796,-0.00448931,0,-2.19777,4.70288,0
9.7,0.00212177,-0.00447815,0,-2.2227,4.69118,0
9.71,0.00214551,-0.00446686,0,-2.24758,4.67935,0
9.72,0.00216919,-0.00445544,0,-2.27239,4.66739,0
9.73,0.00219282,-0.00444389,0,-2.29713,4.6553,0
9.74,0.00221638,-0.00443223,0,-2.32181,4.64308,0
9.75,0.00223987,-0.00442043,0,-2.34643,4.63072,0
9.76,0.00226331,-0.00440851,0,-2.37098,4.61824,0
9.77,0.00228668,-0.00439647,0,-2.39546,4.60562,0
9.78,0.00230999,-0.0043843,0,-2.41988,4.59288,0
9.79,0.00233323,-0.00437202,0,-2.44423,4.58,0
9.8,0.0023564,-0.0043596,0,-2.4685,4.567,0
9.81,0.00237951,-0.00434707,0,-2.49271,4.55387,0
9.82,0.00240256,-0.00433441,0,-2.51685,4.54061,0
9.83,0.00242553,-0.00432163,0,-2.54092,4.52722,0
9.84,0.00244844,-0.00430873,0,-2.56492,4.5137,0
9.85,0.00247128,-0.0042957,0,-2.58884,4.50006,0
9.86,0.00249404,-0.00428256,0,-2.61269,4.48629,0
9.87,0.00251674,-0.0042693,0,-2.63647,4.4724,0
9.88,0.00253937,-0.00425591,0,-2.66017,4.45837,0
9.89,0.00256192,-0.00424241,0,-2.6838,4.44423,0
9.9,0.00258441,-0.00422878,0,-2.70735,4.42996,0
9.91,0.00260682,-0.00421504,0,-2.73083,4.41556,0
9.92,0.00262916,-0.00420118,0,-2.75423,4.40104,0
9.93,0.00265142,-0.0041872,0,-2.77755,4.38639,0
9.94,0.00267361,-0.0041731,0,-2.8008,4.37162,0
9.95,0.00269572,-0.00415888,0,-2.82396,4.35673,0
9.96,0.00271776,-0.00414455,0,-2.84705,4.34172,0
9.97,0.00273972,-0.0041301,0,-2.87005,4.32658,0
9.98,0.0027616,-0.00411554,0,-2.89298,4.31132,0
9.99,0.00278341,-0.00410085,0,-2.91582,4.29594,0
10,0.00280514,-0.00408606,0,-2.93858,4.28044,0
10.01,0.00282678,-0.00407115,0,-2.96126,4.26482,0
10.02,0.00284835,-0.00405612,0,-2.98386,4.24908,0
10.03,0.00286984,-0.00404098,0,-3.00637,4.23322,0
10.04,0.00289125,-0.00402572,0,-3.02879,4.21724,0
10.05,0.00291258,-0.00401036,0,-3.05114,4.20114,0
10.06,0.00293382,-0.00399488,0,-3.07339,4.18492,0
10.07,0.00295498,-0.00397928,0,-3.09556,4.16859,0
10.08,0.00297606,-0.00396358,0,-3.11764,4.15213,0
10.09,0.00299706,-0.00394776,0,-3.13964,4.13557,0
10.1,0.00301797,-0.00393183,0,-3.16154,4.11888,0
10.11,0.0030388,-0.00391579,0,-3.18336,4.10208,0
10.12,0.00305954,-0.00389965,0,-3.20508,4.08516,0
10.13,0.00308019,-0.00388339,0,-3.22672,4.06813,0
10.14,0.00310076,-0.00386702,0,-3.24827,4.05098,0
10.15,0.00312124,-0.00385054,0,-3.26972,4.03372,0
10.16,0.00314163,-0.00383396,0,-3.29108,4.01635,0
10.17,0.00316193,-0.00381726,0,-3.31235,3.99886,0
10.18,0.00318215,-0.00380046,0,-3.33353,3.98126,0
10.19,0.00320227,-0.00378356,0,-3.35461,3.96355,0
10.2,0.00322231,-0.00376654,0,-3.3756,3.94573,0
10.21,0.00324225,-0.00374942,0,-3.3965,3.92779,0
10.22,0.00326211,-0.0037322,0,-3.41729,3.90975,0
10.23,0.00328187,-0.00371487,0,-3.438,3.89159,0
10.24,0.00330154,-0.00369743,0,-3.4586,3.87333,0
10.25,0.00332111,-0.00367989,0,-3.47911,3.85496,0
10.26,0.0033406,-0.00366225,0,-3.49952,3.83647,0
10.27,0.00335999,-0.00364451,0,-3.51983,3.81788,0
10.28,0.00337928,-0.00362666,0,-3.54004,3.79919,0
10.29,0.00339848,-0.00360871,0,-3.56015,3.78038,0
10.3,0.00341758,-0.00359066,0,-3.58017,3.76147,0
10.31,0.00343659,-0.0035725,0,-3.60008,3.74246,0
10.32,0.0034555,-0.00355425,0,-3.61989,3.72333,0
10.33,0.00347432,-0.0035359,0,-3.6396,3.70411,0
10.34,0.00349303,-0.00351744,0,-3.6592,3.68478,0
10.35,0.00351165,-0.00349889,0,-3.67871,3.66534,0
10.36,0.00353017,-0.00348024,0,-3.69811,3.64581,0
10.37,0.00354859,-0.00346149,0,-3.7174,3.62617,0
10.38,0.00356691,-0.00344265,0,-3.73659,3.60642,0
10.39,0.00358512,-0.00342371,0,-3.75568,3.58658,0
10.4,0.00360324,-0.00340467,0,-3.77466,3.56664,0
10.41,0.00362126,-0.00338553,0,-3.79353,3.54659,0
10.42,0.00363918,-0.0033663,0,-3.8123,3.52645,0
10.43,0.00365699,-0.00334698,0,-3.83096,3.5062,0
10.44,0.0036747,-0.00332756,0,-3.84951,3.48586,0
10.45,0.0036923,-0.00330805,0,-3.86796,3.46542,0
10.46,0.00370981,-0.00328844,0,-3.88629,3.44488,0
10.47,0.0037272,-0.00326875,0,-3.90452,3.42425,0
10.48,0.0037445,-0.00324896,0,-3.92263,3.40352,0
10.49,0.00376169,-0.00322907,0,-3.94064,3.38269,0
10.5,0.00377877,-0.0032091,0,-3.95853,3.36177,0
10.51,0.00379574,-0.00318904,0,-3.97632,3.34075,0
10.52,0.00381261,-0.00316889,0,-3.99399,3.31964,0
10.53,0.00382937,-0.00314865,0,-4.01155,3.29844,0
10.54,0.00384603,-0.00312832,0,-4.02899,3.27714,0
10.55,0.00386257,-0.0031079,0,-4.04633,3.25575,0
10.56,0.00387901,-0.0030874,0,-4.06355,3.23427,0
10.57,0.00389534,-0.0030668,0,-4.08065,3.2127,0
10.58,0.00391156,-0.00304613,0,-4.09764,3.19104,0
10.59,0.00392767,-0.00302536,0,-4.11452,3.16929,0
10.6,0.00394366,-0.00300451,0,-4.13127,3.14744,0
10.61,0.00395955,-0.00298358,0,-4.14792,3.12552,0
10.62,0.00397533,-0.00296256,0,-4.16444,3.1035,0
10.63,0.00399099,-0.00294146,0,-4.18085,3.08139,0
10.64,0.00400654,-0.00292028,0,-4.19714,3.0592,0
10.65,0.00402198,-0.00289901,0,-4.21332,3.03693,0
10.66,0.00403731,-0.00287767,0,-4.22937,3.01456,0
10.67,0.00405252,-0.00285624,0,-4.24531,2.99212,0
10.68,0.00406762,-0.00283473,0,-4.26113,2.96958,0
10.69,0.0040826,-0.00281314,0,-4.27682,2.94697,0
10.7,0.00409747,-0.00279147,0,-4.2924,2.92427,0
10.71,0.00411223,-0.00276973,0,-4.30785,2.90149,0
10.72,0.00412686,-0.0027479,0,-4.32319,2.87863,0
10.73,0.00414139,-0.002726,0,-4.3384,2.85569,0
10.74,0.00415579,-0.00270403,0,-4.35349,2.83266,0
10.75,0.00417008,-0.00268197,0,-4.36846,2.80956,0
10.76,0.00418425,-0.00265984,0,-4.38331,2.78638,0
10.77,0.00419831,-0.00263764,0,-4.39803,2.76312,0
10.78,0.00421224,-0.00261536,0,-4.41263,2.73978,0
10.79,0.00422606,-0.00259301,0,-4.4271,2.71637,0
10.8,0.00423976,-0.00257059,0,-4.44145,2.69287,0
10.81,0.00425334,-0.00254809,0,-4.45568,2.66931,0
10.82,0.0042668,-0.00252552,0,-4.46978,2.64567,0
10.83,0.00428014,-0.00250288,0,-4.48375,2.62195,0
10.84,0.00429336,-0.00248017,0,-4.4976,2.59816,0
10.85,0.00430646,-0.00245739,0,-4.51132,2.5743,0
10.86,0.00431943,-0.00243454,0,-4.52492,2.55036,0
10.87,0.00433229,-0.00241163,0,-4.53839,2.52635,0
10.88,0.00434502,-0.00238864,0,-4.55173,2.50228,0
10.89,0.00435764,-0.00236559,0,-4.56494,2.47813,0
10.9,0.00437013,-0.00234247,0,-4.57802,2.45391,0
10.91,0.00438249,-0.00231929,0,-4.59098,2.42962,0
10.92,0.00439474,-0.00229604,0,-4.60381,2.40527,0
10.93,0.00440686,-0.00227272,0,-4.6165,2.38084,0
10.94,0.00441885,-0.00224935,0,-4.62907,2.35635,0
10.95,0.00443073,-0.0022259,0,-4.64151,2.3318,0
10.96,0.00444247,-0.0022024,0,-4.65381,2.30717,0
10.97,0.0044541,-0.00217883,0,-4.66599,2.28249,0
10.98,0.00446559,-0.00215521,0,-4.67803,2.25774,0
10.99,0.00447696,-0.00213152,0,-4.68994,2.23292,0
11,0.00448821,-0.00210777,0,-4.70172,2.20804,0
11.01,0.00449933,-0.00208397,0,-4.71337,2.1831,0
11.02,0.00451032,-0.0020601,0,-4.72489,2.1581,0
11.03,0.00452119,-0.00203618,0,-4.73627,2.13304,0
11.04,0.00453193,-0.0020122,0,-4.74752,2.10792,0
11.05,0.00454254,-0.00198816,0,-4.75864,2.08274,0
11.06,0.00455302,-0.00196407,0,-4.76962,2.0575,0
11.07,0.00456338,-0.00193992,0,-4.78047,2.0322,0
11.08,0.00457361,-0.00191572,0,-4.79118,2.00685,0
11.09,0.00458371,-0.00189146,0,-4.80176,1.98144,0
11.1,0.00459368,-0.00186715,0,-4.81221,1.95597,0
11.11,0.00460352,-0.00184279,0,-4.82252,1.93045,0
11.12,0.00461323,-0.00181837,0,-4.83269,1.90488,0
11.13,0.00462281,-0.00179391,0,-4.84273,1.87925,0
11.14,0.00463226,-0.00176939,0,-4.85263,1.85357,0
11.15,0.00464159,-0.00174483,0,-4.8624,1.82783,0
11.16,0.00465078,-0.00172021,0,-4.87203,1.80205,0
11.17,0.00465984,-0.00169555,0,-4.88152,1.77621,0
11.18,0.00466877,-0.00167084,0,-4.89087,1.75032,0
11.19,0.00467757,-0.00164608,0,-4.90009,1.72439,0
11.2,0.00468623,-0.00162128,0,-4.90917,1.69841,0
11.21,0.00469477,-0.00159643,0,-4.91811,1.67237,0
